name x y flux0 flux1 flux2 width rv
F05369  -9.451  18.930 6.21e-17 5.11e-17 3.12e-17 28.32 -476.06
F05357  -9.439  18.892 7.12e-17 3.87e-17 2.56e-17 12.93 -476.28
F05336  -9.422  18.718 8.44e-17 5.94e-17 3.75e-17 13.36 -476.29
F05389  -9.413  18.751 8.60e-17 5.32e-17 3.35e-17 22.50 -476.34
F05381  -9.405  18.753 6.75e-17 5.21e-17 3.93e-17 21.59 -476.30
F05355  -9.400  18.684 6.66e-17 5.08e-17 3.38e-17 26.18 -476.30
F05371  -9.333  18.931 6.97e-17 4.52e-17 2.89e-17 19.82 -476.25
F05368  -9.316  18.658 9.51e-17 5.53e-17 3.96e-17 36.21 -476.27
F05333  -9.284  18.208 8.44e-17 4.31e-17 3.24e-17 19.69 -476.03
F05359  -9.278  18.953 8.38e-17 6.36e-17 3.89e-17 20.45 -476.34
F05373  -9.254  18.359 8.48e-17 5.85e-17 3.77e-17 47.22 -476.26
F05367  -9.236  18.956 6.99e-17 5.39e-17 3.29e-17 18.54 -476.19
F05379  -9.156  18.774 1.02e-16 6.62e-17 5.73e-17 21.69 -476.22
F05360  -9.099  18.773 9.60e-17 6.03e-17 4.10e-17 21.71 -476.16
F05344  -9.046  19.066 7.49e-17 5.12e-17 3.67e-17 24.04 -476.20
F05372  -8.976  18.419 8.21e-17 7.53e-17 4.09e-17 25.84 -476.25
F10478  -8.743  29.343 2.69e-17 2.11e-17 1.45e-17 14.48 -803.94
F05354  -8.735  19.855 1.06e-16 7.75e-17 4.60e-17 13.40 -476.21
F10462  -8.590  29.246 3.29e-17 2.41e-17 1.68e-17 14.04 -803.83
F10457  -8.378  29.022 3.40e-17 2.27e-17 1.39e-17 10.90 -804.01
F10454  -8.372  28.830 3.15e-17 1.96e-17 1.39e-17 17.49 -803.70
F10467  -8.360  28.963 3.43e-17 2.11e-17 1.55e-17 16.58 -803.87
F10481  -8.351  29.137 3.18e-17 2.62e-17 1.65e-17 18.87 -804.07
F10479  -8.346  28.949 2.80e-17 1.70e-17 1.11e-17 16.66 -804.04
F10451  -8.322  29.019 2.32e-17 1.70e-17 1.23e-17 10.53 -803.86
F10483  -8.316  28.970 2.69e-17 2.21e-17 1.59e-17 10.83 -803.82
F10489  -8.308  28.585 3.41e-17 2.34e-17 1.43e-17  8.41 -803.92
F10470  -8.306  28.991 2.59e-17 2.27e-17 1.05e-17 10.71 -803.93
F10480  -8.296  28.982 2.54e-17 1.80e-17 1.47e-17 14.35 -803.69
F10474  -8.286  28.970 3.04e-17 1.65e-17 1.35e-17 11.70 -803.67
F10486  -8.285  28.999 3.63e-17 2.53e-17 1.41e-17 15.04 -803.73
F10449  -8.282  28.973 3.19e-17 2.20e-17 1.23e-17 18.27 -803.72
F10448  -8.281  28.965 1.85e-17 1.41e-17 1.01e-17 15.26 -803.81
F10453  -8.280  28.992 3.35e-17 2.55e-17 1.54e-17 11.41 -803.82
F10459  -8.279  28.993 3.19e-17 2.25e-17 1.40e-17 17.33 -803.85
F10487  -8.279  28.994 3.56e-17 2.23e-17 1.66e-17 13.73 -803.90
F10465  -8.277  29.000 2.91e-17 1.85e-17 1.26e-17 13.81 -803.81
F10461  -8.276  28.991 3.34e-17 2.65e-17 1.36e-17 10.23 -803.79
F10468  -8.276  29.071 2.06e-17 1.73e-17 9.83e-18 13.37 -803.65
F10469  -8.275  29.050 2.92e-17 2.00e-17 1.27e-17 16.79 -803.86
F10475  -8.272  28.983 2.21e-17 1.45e-17 8.73e-18 13.66 -803.98
F10463  -8.271  29.087 3.57e-17 1.84e-17 1.35e-17 17.36 -803.84
F10473  -8.269  29.035 2.43e-17 1.82e-17 1.16e-17 19.92 -803.69
F10464  -8.267  28.996 3.18e-17 2.43e-17 1.65e-17 13.40 -803.86
F10452  -8.262  29.125 2.58e-17 1.76e-17 1.26e-17 12.48 -803.81
F10456  -8.260  29.362 2.48e-17 1.76e-17 1.27e-17 12.27 -803.76
F10488  -8.254  28.890 2.08e-17 1.63e-17 1.01e-17 11.66 -803.81
F10477  -8.235  28.960 3.35e-17 1.89e-17 1.42e-17 14.66 -803.61
F10460  -8.229  29.030 3.03e-17 2.53e-17 1.50e-17 15.30 -803.62
F10458  -8.216  28.950 3.70e-17 2.48e-17 1.57e-17  9.41 -803.75
F10485  -8.207  29.029 2.35e-17 1.74e-17 1.09e-17 13.70 -803.68
F10466  -8.202  28.983 2.95e-17 2.28e-17 1.45e-17 15.36 -803.76
F10472  -8.199  28.958 3.51e-17 2.32e-17 1.60e-17 12.31 -803.68
F10482  -8.161  29.006 2.97e-17 1.85e-17 1.41e-17 16.21 -803.72
F10484  -8.138  28.988 2.60e-17 2.11e-17 1.34e-17 14.90 -803.85
F10476  -8.127  29.012 3.31e-17 2.29e-17 1.53e-17 13.82 -803.64
F10491  -8.113  28.831 2.75e-17 1.69e-17 1.13e-17 10.46 -804.05
F10450  -8.108  28.836 1.91e-17 1.29e-17 8.89e-18 11.87 -803.77
F10490  -8.106  28.826 2.42e-17 1.77e-17 1.25e-17 12.05 -803.68
F10471  -8.061  28.852 2.89e-17 1.95e-17 1.31e-17 15.42 -803.81
F10455  -7.963  28.964 2.60e-17 2.21e-17 1.23e-17 12.11 -803.85
F05024  -6.036  17.185 5.85e-17 3.88e-17 3.03e-17 22.73 -606.25
F05023  -5.874  16.619 4.98e-17 3.63e-17 2.70e-17 22.71 -606.27
F05025  -5.828  16.881 6.19e-17 4.05e-17 2.84e-17 24.28 -606.19
F04197  -0.354  19.830 1.91e-17 1.24e-17 8.21e-18 13.00 -1078.33
F04204  -0.264  20.613 1.61e-17 1.26e-17 8.19e-18 12.20 -1078.23
F04213  -0.120  20.375 2.41e-17 1.41e-17 9.24e-18 11.05 -1078.69
F07890  -0.104  18.027 1.97e-17 1.77e-17 9.61e-18 15.70 -872.14
F07878  -0.067  18.349 2.54e-17 2.36e-17 1.21e-17 13.56 -872.22
F04193  -0.063  20.320 2.00e-17 1.49e-17 8.31e-18  9.66 -1078.53
F07868  -0.012  17.580 2.57e-17 1.94e-17 1.27e-17 11.11 -872.13
