name x y flux1 flux2 flux3 par rv
P03754  -8.880 -11.548 3.07e-17 2.48e-17 1.76e-17  -0.000    0.36
P00342  -8.776 -13.163 1.25e-17 1.01e-17 7.77e-18  -0.000   -0.04
P08535  -8.831 -13.688 2.66e-17 2.37e-17 1.42e-17  -0.001   -0.77
P05800  -8.817 -13.319 1.25e-13 8.34e-14 4.19e-14   0.001   -0.43
P04686  -8.732 -13.012 8.40e-14 4.78e-14 1.99e-14   0.001    0.13
P02763  -8.808 -13.033 4.39e-15 1.90e-15 1.04e-15  -0.001    0.12
P09179  -8.803 -13.983 2.11e-16 1.43e-16 6.92e-17  -0.001   -1.14
P06517  -8.645 -13.628 4.68e-15 2.51e-15 9.78e-16  -0.000   -0.89
P07889  -8.749 -12.761 1.41e-13 9.29e-14 5.01e-14   0.001    0.20
P09451  -8.628 -12.955 7.60e-14 8.98e-14 9.11e-14   0.000    0.06
P00086  -8.740 -12.912 2.78e-17 2.09e-17 1.46e-17  -0.000    0.04
P09523  -8.757 -13.225 1.40e-17 1.36e-17 8.27e-18  -0.000   -0.26
P00901  -8.700 -13.052 8.84e-16 4.81e-16 2.28e-16   0.002   -0.09
P01290  -8.669 -13.112 7.96e-17 5.37e-17 3.79e-17  -0.002   -0.12
P04315  -8.698 -13.517 2.78e-15 1.32e-15 7.54e-16   0.000   -0.92
P06803  -8.713 -12.956 1.34e-13 6.54e-14 3.58e-14   0.002   -0.08
P08420  -8.670 -12.479 1.83e-17 1.75e-17 1.13e-17   0.003    0.08
P01292  -8.596 -12.801 2.28e-17 1.74e-17 1.16e-17   0.001   -0.05
P07481  -8.716 -12.909 6.01e-15 2.88e-15 1.37e-15   0.003   -0.17
P03631  -8.584 -13.286 1.21e-13 6.44e-14 2.78e-14   0.002   -0.77
P07178  -8.427 -13.351 3.70e-15 1.99e-15 9.15e-16   0.000   -1.00
P05913  -8.532 -13.196 1.66e-15 8.44e-16 4.41e-16   0.001   -0.54
P03454  -8.597 -13.052 3.20e-15 1.92e-15 7.12e-16   0.002   -0.70
P06491  -8.733 -13.308 1.48e-13 1.33e-13 8.14e-14  -0.002   -0.92
P00968  -8.540 -13.432 7.96e-15 4.03e-15 1.59e-15   0.000   -1.03
P08908  -8.669 -12.996 8.61e-17 6.55e-17 3.69e-17  -0.000   -0.40
P02941  -8.510 -13.068 1.51e-17 1.79e-17 1.17e-17   0.000   -0.51
P03840  -8.481 -12.724 9.01e-17 5.94e-17 3.67e-17   0.001   -0.16
P10138  -8.555 -13.234 5.03e-15 2.66e-15 1.04e-15   0.001   -0.94
P09004  -8.554 -13.393 1.01e-15 6.08e-16 3.05e-16   0.000   -1.12
P07350  -8.630 -12.622 4.56e-17 3.20e-17 2.21e-17   0.000   -0.17
P01759  -8.527 -13.048 2.37e-15 1.23e-15 5.21e-16  -0.000   -0.41
P00010  -8.405 -13.508 6.16e-16 2.85e-16 1.69e-16   0.002   -1.24
P01415  -8.398 -14.211 1.14e-15 5.77e-16 2.99e-16  -0.001   -1.52
P04408  -8.647 -13.156 1.55e-17 1.40e-17 1.02e-17   0.001   -0.97
P10433  -8.530 -13.205 4.92e-16 2.92e-16 1.58e-16   0.001   -1.23
P06215  -8.457 -13.240 2.57e-17 2.28e-17 1.46e-17  -0.002   -1.27
P05958  -8.516 -14.215 2.36e-15 1.09e-15 6.28e-16   0.001   -1.52
P02055  -8.352 -13.374 4.18e-17 3.41e-17 2.16e-17   0.002   -1.21
P01579  -8.464 -13.582 7.39e-16 4.86e-16 2.23e-16   0.002   -1.35
P02756  -8.355 -14.236 5.03e-17 3.76e-17 2.64e-17  -0.000   -1.52
P07065  -8.367 -12.485 1.27e-15 5.90e-16 3.88e-16   0.001   -0.21
P10050  -8.357 -13.145 6.55e-14 3.13e-14 1.31e-14   0.002   -1.02
P05094  -8.444 -13.870 1.17e-13 7.38e-14 3.51e-14  -0.000   -1.54
P05215  -8.480 -13.884 1.50e-13 1.01e-13 5.44e-14   0.000   -1.53
P04324  -8.364 -13.117 4.03e-16 2.18e-16 1.21e-16   0.000   -1.40
P03425  -8.194 -13.750 2.70e-17 1.98e-17 1.22e-17  -0.000   -1.65
P04692  -8.284 -13.396 1.01e-15 4.48e-16 2.71e-16   0.001   -1.48
P02509  -8.363 -13.192 5.35e-15 1.59e-14 3.91e-14  -0.001   -1.33
P00047  -8.321 -13.525 9.34e-16 5.39e-16 2.44e-16   0.001   -1.59
P01574  -8.277 -12.763 1.55e-16 9.70e-17 6.15e-17   0.000   -0.81
P06856  -8.280 -13.349 1.79e-15 7.72e-16 4.22e-16   0.002   -1.52
P00386  -8.298 -13.395 1.46e-13 1.09e-13 8.17e-14   0.001   -1.58
P09080  -8.161 -13.344 3.38e-17 2.72e-17 1.71e-17   0.001   -1.66
P07845  -8.143 -12.888 6.58e-16 3.70e-16 2.13e-16   0.002   -1.04
P01651  -8.022 -13.804 4.21e-15 2.31e-15 1.00e-15   0.002   -1.83
P00488  -8.004 -13.191 8.05e-16 4.19e-16 2.46e-16   0.001   -1.65
P08942  -7.986 -13.111 1.05e-16 7.31e-17 4.18e-17  -0.000   -1.53
P07610  -7.914 -12.770 2.08e-17 1.75e-17 1.18e-17   0.002   -1.06
P07828  -7.993 -14.209 1.24e-16 7.68e-17 4.11e-17  -0.000   -1.91
P06172  -7.834 -11.567 1.59e-13 9.89e-14 6.19e-14   0.001   -0.36
P08937  -7.877  -6.878 1.14e-14 1.03e-14 6.17e-15   0.012   -0.96
P01562  -7.894 -14.068 1.91e-17 1.63e-17 1.03e-17   0.000   -1.98
P06874  -7.828 -13.552 9.08e-17 5.87e-17 3.91e-17   0.002   -1.90
P08782  -7.757 -12.958 8.14e-17 5.20e-17 3.04e-17  -0.000   -1.32
P06067  -7.787 -13.783 5.27e-15 2.43e-15 9.91e-16   0.001   -1.92
P00689  -7.644 -13.871 1.47e-16 1.09e-16 5.29e-17   0.000   -2.00
P08460  -7.674 -13.304 5.09e-16 2.39e-16 1.47e-16   0.002   -1.77
P05635  -7.179 -13.668 1.34e-16 8.71e-17 5.41e-17   0.001   -2.10
P06608  -7.024 -13.612 2.17e-16 1.43e-16 7.83e-17   0.001   -2.01
P09810  -6.899 -13.091 6.02e-15 2.61e-15 1.12e-15   0.001   -1.75
P09013  -6.865 -11.593 1.66e-17 1.50e-17 1.08e-17   0.001   -0.96
P05641  -6.511 -14.145 5.67e-17 4.47e-17 2.27e-17   0.001   -2.17
P08755  -6.434 -14.996 2.44e-15 1.38e-15 6.54e-16   0.002   -2.22
P04275  -6.467 -10.247 6.11e-17 4.71e-17 3.00e-17  -0.000   -0.71
P04257  -6.318 -14.032 5.28e-15 3.07e-15 1.27e-15   0.001   -2.18
P07604  -6.212  -8.440 2.74e-14 1.92e-14 1.04e-14   0.013   -0.79
P05649  -5.910 -13.807 7.02e-17 5.20e-17 3.10e-17   0.002   -2.15
P09735  -3.922  -9.831 2.77e-17 2.43e-17 1.69e-17   0.000   -1.13
P04170  -0.664  -0.809 4.96e-14 3.42e-14 1.97e-14   0.013   -0.84
