name x y flux1 flux2 flux3 par rv
P02942  -2.296 -20.603 8.94e-17 4.11e-17 2.15e-17  -0.000   -0.71
P05762  -2.307 -20.799 3.77e-16 1.97e-16 1.01e-16  -0.000    1.60
P07963  -2.310 -20.344 1.71e-16 7.67e-17 4.55e-17   0.001   -1.45
P05265  -2.336 -20.544 1.28e-17 8.67e-18 4.79e-18   0.001   -0.53
P08419  -2.243 -20.573 2.72e-16 1.56e-16 6.57e-17  -0.001    0.79
P09129  -2.307 -20.493 9.14e-15 4.97e-15 1.97e-15   0.001   -1.05
P02231  -2.291 -20.499 7.33e-16 3.07e-16 1.39e-16  -0.001   -0.10
P09691  -2.247 -20.957 1.64e-14 1.27e-14 7.16e-15  -0.000    1.84
P04930  -2.225 -20.585 7.97e-16 3.86e-16 1.73e-16   0.003   -0.15
P10193  -2.316 -20.469 4.82e-17 3.20e-17 1.85e-17   0.001   -1.63
P00876  -2.108 -20.844 3.73e-17 2.40e-17 1.11e-17  -0.000    1.03
P08820  -2.307 -20.506 3.92e-16 2.29e-16 1.07e-16  -0.001   -1.16
P05611  -2.387 -20.530 4.49e-16 2.19e-16 9.58e-17  -0.001   -1.00
P04399  -2.286 -20.610 1.23e-16 7.45e-17 3.23e-17   0.000   -0.06
P02049  -2.377 -20.322 5.70e-17 3.20e-17 2.03e-17  -0.002   -1.82
P08047  -2.324 -20.603 8.07e-16 4.09e-16 1.61e-16   0.000   -0.24
P00591  -2.232 -20.917 2.30e-16 1.09e-16 6.00e-17   0.001    1.69
P08815  -2.269 -20.752 1.43e-14 1.12e-14 7.22e-15  -0.001    1.08
P01384  -2.162 -20.483 1.48e-17 8.14e-18 5.09e-18   0.001    0.20
P03683  -2.187 -20.485 6.72e-17 3.96e-17 2.23e-17   0.001    0.14
P09510  -2.192 -20.462 1.49e-17 1.18e-17 5.51e-18   0.003   -1.97
P10466  -2.245 -20.791 7.69e-15 5.38e-15 3.05e-15   0.000    1.26
P04674  -2.156 -19.851 1.76e-17 1.19e-17 6.00e-18  -0.001   -2.69
P06411  -2.114 -20.563 1.71e-14 1.48e-14 7.66e-15  -0.001   -0.31
P03648  -2.157 -20.485 9.54e-17 4.29e-17 2.37e-17   0.001   -1.15
P10218  -2.171 -20.578 1.50e-16 7.16e-17 4.10e-17   0.002    1.34
P09418  -2.102 -20.566 4.43e-16 2.27e-16 1.07e-16  -0.000   -1.25
P01873  -2.105 -20.415 6.70e-17 4.20e-17 2.07e-17   0.000    0.63
P09230  -2.136 -20.555 1.71e-16 8.28e-17 4.11e-17  -0.000    0.55
P03818  -2.163 -20.653 1.18e-17 9.26e-18 4.36e-18  -0.001    0.82
P03942  -2.303 -20.773 2.34e-17 1.56e-17 7.96e-18   0.002    1.46
P08513  -2.191 -20.404 3.69e-17 2.38e-17 1.26e-17  -0.000   -0.72
P10186  -2.043 -21.154 5.54e-16 2.70e-16 1.10e-16   0.001    2.46
P08116  -2.156 -20.641 4.14e-16 1.98e-16 7.95e-17   0.000    1.33
P06797  -2.099 -20.401 2.32e-16 1.22e-16 5.61e-17  -0.001   -0.66
P08218  -2.154 -20.673 1.75e-17 1.06e-17 5.79e-18  -0.000    0.32
P09112  -2.019 -20.365 3.99e-16 1.95e-16 9.44e-17   0.000   -0.34
P08443  -2.128 -20.610 1.23e-14 5.36e-15 3.06e-15   0.001    0.63
P09141  -2.154 -20.679 1.11e-17 5.58e-18 3.67e-18  -0.001    1.82
P10405  -2.140 -20.240 8.76e-15 4.09e-15 1.90e-15   0.001   -1.06
P00782  -2.117 -20.871 6.07e-17 3.12e-17 1.61e-17  -0.000    2.29
P09300  -2.063 -20.731 5.61e-15 2.77e-15 1.18e-15   0.002    1.31
P03790  -1.900 -20.418 1.03e-14 5.86e-15 3.04e-15  -0.001   -0.41
P02602  -1.761 -21.032 2.35e-16 1.17e-16 6.32e-17   0.001    2.39
P03361  -1.477 -19.994 5.90e-15 2.77e-15 1.24e-15   0.000   -0.77
