name x y flux1 flux2 flux3 par rv
P01755  -7.501  39.613 6.22e-13 5.25e-13 3.84e-13   0.004   -0.55
P02581  -7.257  39.588 2.53e-13 3.66e-13 3.71e-13   0.002   -0.67
P00353  -7.369  38.914 2.32e-14 1.16e-14 5.35e-15   0.001   -0.42
P03155  -7.391  39.532 5.48e-15 2.93e-15 1.43e-15   0.002   -0.57
P09850  -7.326  38.520 3.33e-17 3.32e-17 2.45e-17   0.001    0.19
P04987  -7.133  37.667 2.55e-14 1.18e-14 5.67e-15   0.001    0.39
P08015  -7.251  39.478 2.18e-16 1.61e-16 1.03e-16   0.001   -0.85
P03997  -7.130  40.484 1.80e-15 1.08e-15 5.98e-16   0.001   -0.67
P01670  -7.018  39.533 2.23e-14 1.07e-14 4.89e-15   0.002   -0.60
P00497  -6.915  39.619 2.54e-15 1.51e-15 7.76e-16   0.002   -0.91
P01422  -6.903  40.015 1.04e-15 6.57e-16 3.37e-16   0.002   -0.94
P09169  -6.878  39.942 1.37e-17 1.48e-17 1.22e-17   0.000   -1.19
P02431  -6.741  40.235 1.15e-14 6.36e-15 2.95e-15   0.003   -0.89
P00380  -6.912  39.729 3.22e-14 1.60e-14 6.67e-15   0.001   -1.18
P10075  -6.769  39.761 1.29e-14 6.51e-15 3.08e-15   0.001   -1.28
P07989  -6.638  40.026 9.70e-17 7.81e-17 5.61e-17   0.002   -0.96
P08028  -6.647  38.924 1.52e-17 1.61e-17 1.35e-17   0.004   -0.75
P08146  -6.356  41.052 1.09e-15 6.58e-16 3.55e-16   0.001   -1.22
P06048  -6.075  39.610 6.95e-16 4.58e-16 2.61e-16   0.000   -1.52
P07060  -6.163  38.614 7.26e-15 3.80e-15 1.85e-15   0.002   -0.97
P02483  -5.754  38.348 1.41e-16 1.06e-16 7.28e-17   0.000   -0.72
P02171  -5.613  41.178 3.54e-14 1.72e-14 7.55e-15   0.003   -1.53
P05154  -5.425  40.544 3.82e-17 2.81e-17 1.61e-17   0.000    2.33
P04042  -5.445  40.592 1.83e-17 1.84e-17 1.47e-17   0.002   -1.48
P05733  -5.351  39.783 3.81e-15 2.20e-15 1.13e-15   0.001   -1.76
P03362  -5.319  40.436 2.52e-15 1.31e-15 5.95e-16   0.001    2.30
P02412  -5.315  40.306 2.87e-13 1.45e-13 6.47e-14   0.001   -1.72
P02613  -5.254  39.774 4.39e-17 3.84e-17 2.98e-17   0.001   -1.75
P08434  -5.152  38.970 4.52e-17 2.96e-17 1.74e-17   0.001    2.63
P08112  -5.030  39.940 1.72e-15 1.01e-15 5.12e-16   0.002   -1.87
P00554  -4.836  40.190 3.41e-14 1.80e-14 8.14e-15   0.001    2.29
P08517  -4.696  36.690 3.42e-16 2.44e-16 1.44e-16   0.002   -0.32
P08248  -4.803  38.833 5.02e-16 2.78e-16 1.41e-16  -0.001    2.36
P07496  -4.490  39.732 9.25e-17 5.80e-17 3.15e-17   0.001    2.39
P08222  -4.501  39.403 3.21e-15 1.62e-15 6.69e-16  -0.001    2.70
P05499  -4.435  39.733 3.56e-17 2.53e-17 1.44e-17   0.000    2.19
P09454  -4.285  39.828 4.85e-16 2.74e-16 1.32e-16   0.002    2.01
P02684  -4.357  41.353 2.07e-15 1.26e-15 6.53e-16   0.004   -1.75
P00129  -4.386  37.286 3.11e-17 3.01e-17 2.23e-17   0.003   -0.76
P05093  -4.449  38.698 3.28e-14 1.77e-14 8.16e-15  -0.000    1.68
P01816  -4.294  39.474 6.76e-14 6.11e-14 4.14e-14   0.001    2.50
P06585  -4.234  39.504 9.45e-17 7.79e-16 3.81e-15   0.000    2.44
P01477  -4.183  39.381 1.82e-16 1.11e-16 6.00e-17   0.002    2.32
P03595  -4.237  38.924 4.63e-17 3.27e-17 1.94e-17   0.000    1.74
P01960  -3.996  39.408 2.39e-16 1.40e-16 6.58e-17   0.001    2.29
P03646  -4.169  39.196 6.42e-16 3.65e-16 1.71e-16   0.002    1.64
P06438  -3.934  39.946 7.24e-17 5.00e-17 2.71e-17  -0.000    1.32
P08625  -3.878  41.225 1.62e-17 1.34e-17 8.44e-18   0.003    0.72
P09757  -4.072  38.587 1.16e-14 6.47e-15 2.94e-15   0.001   -1.67
P08242  -3.854  39.887 8.13e-17 5.32e-17 2.87e-17   0.001    1.30
P07606  -3.843  39.245 2.97e-16 1.69e-16 7.90e-17   0.002    1.99
P09512  -3.860  39.439 3.07e-14 1.61e-14 7.48e-15   0.001    1.87
P03103  -3.829  39.458 1.15e-15 6.16e-16 2.81e-16   0.003    1.68
P03656  -3.853  39.407 7.64e-17 5.45e-17 2.88e-17   0.000    1.64
P08675  -3.722  39.446 1.23e-16 7.57e-17 4.14e-17   0.000    1.57
P00145  -3.772  39.340 1.92e-17 1.51e-17 9.46e-18   0.002    1.57
P08749  -3.719  39.188 2.82e-17 2.02e-17 1.25e-17   0.001    1.16
P06681  -3.848  39.524 3.69e-16 2.01e-16 1.02e-16   0.001    1.02
P09956  -3.616  39.247 9.37e-16 5.23e-16 2.39e-16   0.002    0.78
P09267  -3.615  39.304 3.20e-15 1.62e-15 6.97e-16  -0.001    1.24
P00509  -3.719  39.777 2.85e-16 1.57e-16 7.82e-17   0.001    0.59
P10382  -3.552  39.187 2.40e-15 1.26e-15 5.49e-16   0.001    1.10
P08361  -3.716  38.366 2.81e-14 3.97e-14 4.16e-14   0.001    0.52
P10155  -3.681  39.528 6.98e-14 5.40e-14 3.60e-14  -0.000    0.89
P08288  -3.646  39.172 1.61e-15 8.59e-16 3.77e-16  -0.002    0.54
P07302  -3.498  39.459 1.71e-16 9.71e-17 4.74e-17   0.001    0.68
P02112  -3.644  39.684 1.33e-15 6.62e-16 3.07e-16   0.001    0.45
P02384  -3.661  39.404 2.52e-15 1.28e-15 5.77e-16   0.001    0.45
P01768  -3.559  39.435 2.78e-16 1.60e-16 7.92e-17  -0.000    0.36
P05464  -3.525  39.433 3.72e-16 2.14e-16 1.03e-16  -0.000    0.46
P02456  -3.534  39.410 6.63e-16 3.43e-16 1.71e-16   0.000    0.42
P00988  -3.535  39.394 1.74e-16 1.05e-16 5.65e-17  -0.000    0.21
P01999  -3.510  39.413 6.01e-16 3.23e-16 1.61e-16   0.001    0.02
P00361  -3.663  39.604 3.65e-16 2.16e-16 9.80e-17  -0.001    0.02
P09269  -3.514  39.378 5.97e-14 3.94e-14 2.03e-14   0.002   -0.14
P03060  -3.668  39.280 2.26e-17 1.76e-17 1.04e-17  -0.001    0.21
P05080  -3.433  39.224 1.16e-15 6.41e-16 2.75e-16   0.000   -0.24
P04003  -3.594  39.386 2.30e-17 1.79e-17 1.11e-17  -0.001   -0.28
P02060  -3.664  39.494 3.35e-16 1.91e-16 9.30e-17   0.000   -0.28
P00589  -3.518  40.797 9.37e-16 6.12e-16 3.57e-16   0.002   -1.98
P05834  -3.408  39.210 1.69e-17 1.32e-17 8.06e-18  -0.002    0.09
P00172  -3.465  39.356 1.44e-15 7.38e-16 3.39e-16   0.003   -0.20
P03983  -3.479  39.195 4.02e-17 2.75e-17 1.64e-17  -0.001    0.11
P01625  -3.573  39.674 1.45e-14 7.68e-15 3.33e-15   0.001   -2.03
P09704  -3.606  39.253 1.84e-16 1.14e-16 5.95e-17  -0.001   -0.03
P08310  -3.481  39.282 2.35e-16 1.30e-16 6.87e-17   0.001   -0.55
P10081  -3.561  39.498 1.22e-17 1.02e-17 6.72e-18   0.001   -0.53
P00830  -3.451  39.487 3.11e-15 1.43e-15 6.78e-16  -0.001   -0.32
P06498  -3.437  39.590 1.29e-17 1.04e-17 6.75e-18   0.000   -0.19
P10175  -3.448  39.415 7.37e-16 3.91e-16 1.86e-16   0.001   -0.40
P02157  -3.483  39.266 1.72e-15 8.84e-16 4.19e-16   0.001   -0.34
P03163  -3.480  39.521 2.06e-17 1.64e-17 1.07e-17  -0.000   -0.44
P02031  -3.450  39.702 9.96e-16 5.46e-16 2.61e-16  -0.000   -0.12
P02377  -3.424  38.503 4.11e-14 2.04e-14 9.76e-15   0.001    0.13
P00810  -3.387  39.482 2.52e-15 1.29e-15 6.00e-16   0.002   -0.68
P09610  -3.385  39.489 4.16e-14 2.25e-14 1.08e-14   0.002   -0.68
P03240  -3.446  39.264 1.31e-17 1.01e-17 6.93e-18   0.002   -0.88
P06449  -3.373  39.909 1.57e-15 8.42e-16 3.74e-16   0.001   -0.09
P07569  -3.468  39.529 4.18e-14 2.12e-14 1.00e-14   0.001   -0.80
P08821  -3.336  39.445 1.95e-17 1.59e-17 9.67e-18   0.000   -0.80
P05182  -3.314  39.324 1.62e-15 7.93e-16 3.68e-16   0.000   -1.02
P02281  -3.306  39.635 4.79e-16 2.67e-16 1.35e-16   0.002   -0.86
P06130  -3.201  39.444 1.26e-17 9.91e-18 7.00e-18  -0.001   -1.05
P10345  -3.409  38.771 3.74e-16 2.15e-16 1.09e-16   0.000   -0.17
P07168  -3.197  39.478 9.41e-17 6.13e-17 3.21e-17   0.001   -1.12
P02424  -3.338  38.756 1.27e-16 7.99e-17 4.49e-17   0.001   -0.37
P00829  -3.182  39.171 3.71e-14 2.01e-14 9.20e-15   0.001   -0.91
P06740  -3.076  38.570 4.43e-14 2.56e-14 1.23e-14   0.001   -0.16
P07445  -3.209  39.464 1.94e-15 9.13e-16 4.02e-16   0.001   -1.28
P06361  -3.036  38.999 1.24e-16 7.66e-17 4.31e-17   0.000   -0.81
P02498  -3.150  38.907 1.03e-17 8.36e-18 5.48e-18   0.001   -0.82
P00028  -3.012  39.665 6.79e-16 4.03e-16 1.78e-16   0.003   -1.33
P09529  -3.038  39.653 4.62e-17 3.21e-17 1.88e-17  -0.000   -1.20
P02402  -3.058  39.865 2.86e-17 2.12e-17 1.31e-17   0.000   -0.81
P00029  -2.968  39.233 1.56e-16 9.05e-17 5.12e-17   0.002   -1.51
P00313  -2.797  39.118 4.40e-17 3.31e-17 1.81e-17  -0.001   -1.35
P09372  -2.686  39.644 6.95e-17 4.67e-17 2.54e-17   0.000   -1.74
P06428  -2.559  39.329 4.11e-16 2.60e-16 1.21e-16   0.001   -1.75
P08386  -2.609  41.707 4.32e-17 3.98e-17 2.86e-17   0.002   -2.14
P05473  -2.589  39.399 5.80e-16 3.13e-16 1.53e-16   0.002   -1.85
P08817  -2.558  39.259 2.62e-16 1.56e-16 8.23e-17   0.001   -1.75
P06893  -2.430  39.117 9.14e-15 2.05e-14 2.95e-14   0.002   -1.77
P00201  -2.439  40.201 2.91e-16 1.71e-16 8.35e-17   0.000   -1.08
P04652  -2.343  39.921 1.65e-15 7.81e-16 3.81e-16   0.002   -1.65
P01007  -2.193  39.639 3.04e-16 1.81e-16 8.76e-17  -0.001   -1.79
P04860  -2.007  39.178 9.02e-17 5.76e-17 3.25e-17   0.002   -2.04
P04375  -1.506  38.059 3.55e-17 2.56e-17 1.54e-17  -0.000   -1.14
P06514  -1.312  38.250 1.33e-15 6.65e-16 2.93e-16   0.001   -1.55
P01089  -0.801  39.255 3.79e-16 2.15e-16 1.11e-16  -0.001   -2.18
