name x y flux1 flux2 flux3 par rv
P10144  -9.495  -0.487 1.05e-17 1.60e-17 1.66e-17   0.005   -1.65
P09133  -9.437  -1.145 2.10e-12 1.17e-12 4.57e-13   0.004   -1.38
P02840  -9.369  -3.488 8.19e-17 5.08e-17 1.90e-17   0.005   -0.91
P07016  -9.352  -2.998 9.69e-17 1.11e-16 9.01e-17   0.005   -1.32
P01464  -9.322  -9.318 1.83e-14 1.13e-14 6.43e-15   0.005   -1.24
P06206  -9.203  -3.211 6.70e-17 8.63e-17 7.88e-17   0.005   -1.26
P05998  -9.089  -1.726 6.50e-12 4.46e-12 2.61e-12   0.004   -1.36
P03257  -9.032  -1.446 2.32e-17 3.55e-17 3.34e-17   0.004   -1.44
P09606  -8.908  -0.831 3.11e-17 1.64e-17 6.75e-18   0.004   -1.67
P07068  -8.862  -1.395 8.93e-15 6.18e-15 3.39e-15   0.002   -1.50
P06773  -8.892  -0.939 1.15e-13 5.83e-14 2.94e-14   0.006   -1.65
P03789  -8.850  -0.238 2.65e-17 3.19e-17 3.35e-17   0.005   -2.02
P08147  -8.733  -0.164 2.37e-13 1.11e-13 5.11e-14   0.006   -2.34
P06392  -8.730  -0.871 1.41e-17 7.00e-18 2.48e-18   0.004   -1.96
P02215  -8.722  -0.301 1.45e-17 2.30e-17 2.34e-17   0.005   -2.36
P06515  -8.538  -1.514 1.06e-17 5.30e-18 2.39e-18   0.006   -1.79
P02098  -8.712  -2.243 1.49e-15 1.07e-15 6.77e-16   0.004   -1.43
P02827  -8.659  -0.546 1.41e-15 1.42e-15 8.21e-16   0.004   -2.04
P06136  -8.673  -1.183 4.32e-15 2.63e-15 1.81e-15   0.004   -1.86
P06476  -8.473  -1.395 3.05e-16 3.34e-16 2.22e-16   0.002   -1.92
P05415  -8.550  -1.725 8.74e-15 5.80e-15 2.64e-15   0.003   -1.75
P05636  -8.417  -1.191 4.09e-15 2.85e-15 1.68e-15   0.004   -1.95
P03068  -8.457  -1.797 9.67e-17 4.99e-17 2.13e-17   0.005   -1.80
P07239  -8.443  -1.863 9.50e-14 4.61e-14 2.08e-14   0.003   -1.89
P04369  -8.382  -1.053 5.94e-15 3.64e-15 1.78e-15   0.004   -2.22
P07479  -8.383  -1.208 1.23e-14 7.00e-15 4.33e-15   0.004   -2.20
P03731  -8.297  -1.173 3.61e-12 2.07e-12 9.40e-13   0.005   -2.29
P10171  -8.257  -0.951 1.48e-13 6.57e-14 3.02e-14   0.004   -2.61
P08870  -8.202  -0.781 7.13e-17 7.83e-17 7.74e-17   0.005   -2.76
P08098  -8.188  -1.214 1.07e-13 5.95e-14 2.61e-14   0.004   -2.60
P05684  -8.180  -1.495 1.65e-14 1.05e-14 5.42e-15   0.005   -2.22
P05624  -8.133  -0.007 5.26e-14 2.42e-14 1.32e-14   0.004   -2.94
P05811  -8.290  -9.266 2.20e-15 2.83e-15 2.20e-15   0.018   -0.20
P09699  -8.077  -2.622 1.48e-16 1.49e-16 1.32e-16   0.004   -2.06
P01201  -8.188  -6.408 3.17e-15 2.47e-15 1.60e-15   0.004   -1.74
P09392  -8.153  -1.525 4.91e-12 2.92e-12 1.38e-12   0.006   -2.78
P09031  -8.038  -1.649 5.37e-12 3.94e-12 1.95e-12   0.004   -2.43
P00798  -8.033  -1.341 1.34e-16 1.35e-16 1.18e-16   0.002   -2.98
P07492  -8.041  -1.002 3.09e-14 1.79e-14 9.20e-15   0.004   -3.22
P05398  -7.877  -2.075 3.78e-15 2.56e-15 1.69e-15   0.004   -2.30
P08934  -7.796  -1.394 2.37e-15 1.55e-15 1.03e-15   0.005   -3.19
P04911  -7.865  -4.542 1.02e-15 8.07e-16 6.09e-16   0.004   -1.93
P01930  -7.838  -0.738 4.06e-17 6.22e-17 4.73e-17   0.004   -3.16
P07917  -7.818  -1.091 2.97e-13 8.99e-13 1.82e-12   0.003   -3.25
P00097  -7.520  -2.626 1.34e-17 2.34e-17 2.26e-17   0.005   -2.43
P03296  -7.683  -0.293 1.33e-16 1.40e-16 1.18e-16   0.005   -3.56
P04191  -7.583  -1.691 2.79e-16 2.55e-16 2.03e-16   0.003   -3.14
P07843  -7.594  -2.449 2.81e-12 1.40e-12 8.01e-13   0.004   -2.68
P00106  -7.321  -3.981 3.21e-15 2.21e-15 1.56e-15   0.004   -2.21
P01233  -7.355  -0.923 3.77e-14 1.91e-14 9.99e-15   0.004   -3.65
P09871  -7.250  -1.163 1.19e-16 1.25e-16 1.12e-16   0.004   -3.55
P02140  -7.111  -3.947 6.24e-17 8.95e-17 1.24e-16   0.010   -0.98
P00615  -7.018  -6.006 7.75e-12 5.33e-12 2.86e-12   0.005   -2.17
P02729  -7.080  -3.546 9.50e-14 4.84e-14 2.22e-14   0.002   -1.66
P00238  -7.070  -2.181 8.07e-14 4.58e-14 2.38e-14   0.004   -2.97
P00953  -6.913  -0.585 2.97e-12 1.51e-12 8.18e-13   0.004   -3.86
P01032  -6.654  -1.994 8.90e-15 5.70e-15 3.53e-15   0.003   -3.36
P09737  -6.790  -1.984 2.42e-13 1.19e-13 5.36e-14   0.003   -3.68
P06884  -6.752  -0.917 2.46e-12 1.31e-12 5.62e-13   0.006   -3.92
P05740  -6.614  -0.530 5.61e-12 4.06e-12 2.76e-12   0.005   -3.95
P05058  -6.482  -4.118 1.04e-13 5.05e-14 2.49e-14   0.004   -2.65
P03029  -6.158  -2.495 1.82e-15 1.25e-15 7.89e-16   0.004   -3.49
P07503  -6.141  -1.031 8.92e-17 9.48e-17 9.49e-17   0.004   -1.51
P07083  -6.122  -1.952 1.62e-13 8.16e-14 3.84e-14   0.003   -3.56
P00239  -6.064  -0.782 4.73e-12 3.08e-12 1.50e-12   0.006   -3.83
P03965  -5.943  -0.650 2.35e-16 2.54e-16 1.82e-16   0.004   -4.26
P00672  -5.551  -6.932 1.60e-15 1.75e-15 1.53e-15   0.010   -0.87
P00999  -5.666  -4.467 6.37e-15 5.86e-15 4.64e-15   0.020   -0.18
P03247  -4.543  -0.586 2.96e-14 1.65e-14 7.73e-15   0.003    0.02
P04784  -4.310  -7.112 1.16e-12 5.54e-13 2.63e-13   0.004   -0.68
P06527  -3.175  -2.844 1.70e-14 9.79e-15 5.02e-15   0.004   -4.01
P08306  -3.104  -8.878 6.63e-17 7.00e-17 6.23e-17   0.003   -2.16
P09458  -2.581  -5.102 4.47e-17 2.01e-17 9.46e-18   0.003   -0.20
P08598  -2.125  -5.857 3.05e-11 5.37e-11 6.28e-11   0.020   -0.05
P02121  -2.139  -2.529 1.13e-14 5.74e-15 3.02e-15   0.001    0.04
P00002  -1.883  -9.236 8.76e-13 5.76e-13 2.64e-13   0.031    0.35
P09936  -1.729  -2.771 4.37e-12 4.94e-12 3.95e-12   0.004   -4.18
P07079  -1.753  -7.021 3.11e-15 2.11e-15 1.13e-15   0.003   -0.34
P02662  -1.634  -6.250 4.26e-15 3.03e-15 1.61e-15   0.002   -0.37
P01348  -1.547  -3.520 4.05e-15 2.73e-15 1.61e-15   0.004   -4.12
P00225  -1.301  -6.715 1.31e-14 8.16e-15 4.42e-15   0.003   -2.23
P03182  -0.996  -0.732 4.81e-17 6.39e-17 6.28e-17   0.005   -4.70
P09836  -0.950  -7.939 2.04e-17 2.65e-17 2.66e-17   0.004   -0.57
P01530  -0.725  -7.568 1.07e-12 5.48e-13 3.02e-13   0.017   -0.05
P00979  -0.507  -2.430 1.94e-12 1.23e-12 5.11e-13   0.004   -0.04
P05579  -0.144  -8.699 1.19e-14 7.37e-15 4.55e-15   0.003   -5.31
P07151  -0.091  -0.623 2.17e-15 1.71e-15 8.65e-16   0.007   -2.07
