name x y flux1 flux2 flux3 par rv
P05527  -9.088  12.251 4.16e-12 4.20e-12 3.39e-12   0.003   -0.96
P06357  -9.166   2.301 1.46e-15 1.19e-15 6.86e-16   0.003   -2.76
P00674  -8.958   1.566 1.22e-17 1.67e-17 1.85e-17   0.005   -2.70
P05791  -9.124  11.236 1.19e-15 9.99e-16 5.81e-16   0.004   -0.06
P09402  -9.010  13.086 8.19e-17 8.77e-17 8.35e-17   0.004   -1.71
P02598  -8.978   0.108 4.33e-14 2.29e-14 1.16e-14   0.004   -2.41
P09159  -8.911  12.375 2.85e-13 1.21e-13 5.69e-14   0.003   -0.72
P05730  -9.022  11.568 1.87e-14 1.17e-14 5.81e-15   0.005    0.10
P04269  -8.807  11.512 6.13e-15 3.87e-15 2.08e-15   0.003   -0.72
P05209  -8.769  12.417 5.46e-17 2.51e-17 1.27e-17   0.003   -0.54
P10204  -8.766  12.570 6.31e-16 5.53e-16 3.60e-16   0.004   -0.28
P06929  -8.727  12.579 1.28e-14 8.84e-14 3.94e-13   0.003   -0.28
P02766  -8.703   5.834 3.88e-13 2.07e-13 9.04e-14   0.005   -0.15
P04149  -8.677  11.767 7.16e-17 8.34e-17 7.64e-17   0.005   -0.59
P04980  -8.615  12.246 2.09e-17 3.12e-17 2.95e-17   0.004   -0.73
P06935  -8.582  12.979 2.54e-15 1.73e-15 9.94e-16   0.004   -1.44
P03262  -8.501   0.352 1.28e-13 6.58e-14 2.91e-14   0.006   -2.77
P08274  -8.500   0.167 1.21e-16 1.09e-16 1.07e-16   0.004   -2.74
P10172  -8.515  11.127 5.71e-15 3.56e-15 2.20e-15   0.003   -0.46
P00677  -8.556  13.697 7.72e-15 4.75e-15 2.80e-15   0.005   -1.73
P08295  -8.405  12.602 4.24e-17 4.90e-17 4.63e-17   0.004   -0.56
P09295  -8.303   3.723 1.35e-13 6.57e-14 2.62e-14   0.003   -3.17
P07782  -8.294   1.970 7.52e-17 3.58e-17 1.38e-17   0.005   -3.10
P07825  -8.416  13.902 2.47e-14 1.37e-14 6.58e-15   0.005   -2.28
P10182  -8.247   0.287 4.19e-16 3.62e-16 2.98e-16   0.004   -2.90
P00076  -8.092  12.263 9.36e-14 4.65e-14 2.29e-14   0.005   -1.41
P06731  -8.052  10.022 2.97e-15 1.98e-15 1.07e-15   0.003   -0.74
P02263  -8.031  11.441 6.48e-16 4.75e-16 3.63e-16   0.002   -0.84
P03489  -7.973  13.414 5.35e-12 4.51e-12 2.84e-12   0.005   -2.37
P02508  -7.872  12.304 3.07e-15 2.17e-15 1.21e-15   0.004   -1.21
P05051  -7.973  12.569 1.17e-13 4.82e-14 2.38e-14   0.005   -1.11
P04110  -8.088  12.728 5.54e-14 2.92e-14 1.27e-14   0.005   -1.51
P03172  -7.930  12.675 1.11e-13 5.21e-14 2.49e-14   0.005   -1.42
P05232  -7.913  11.534 1.47e-16 1.62e-16 1.16e-16   0.005   -0.50
P04842  -7.979  11.976 2.01e-17 2.84e-17 3.24e-17   0.003   -0.85
P07256  -7.889   0.800 1.25e-16 1.76e-16 1.66e-16   0.008    0.58
P01626  -7.915  12.094 3.05e-14 1.91e-14 9.00e-15   0.003   -1.38
P09770  -7.919  12.038 7.67e-16 6.14e-16 4.19e-16   0.003   -0.85
P02847  -7.790  12.059 4.27e-12 3.79e-12 3.15e-12   0.002   -1.16
P06572  -7.861  12.878 3.61e-12 2.20e-12 1.17e-12   0.005   -2.11
P00818  -7.796  12.894 1.27e-15 1.01e-15 6.74e-16   0.002   -1.70
P08168  -7.890   0.643 4.76e-15 3.19e-15 1.88e-15   0.004   -3.42
P04826  -7.696  13.336 4.30e-15 2.81e-15 1.68e-15   0.004   -3.05
P04896  -7.788   8.861 9.10e-17 4.53e-17 1.87e-17   0.003   -0.42
P05892  -7.609  12.543 2.05e-13 9.79e-14 4.62e-14   0.004   -2.04
P05777  -7.719  12.446 1.27e-14 6.66e-15 3.63e-15   0.002   -1.83
P04687  -7.693  12.183 1.55e-13 8.09e-14 3.54e-14   0.003   -1.42
P06279  -7.691  13.242 1.42e-16 6.12e-17 2.85e-17   0.003   -3.02
P02328  -7.764  11.370 1.52e-17 1.94e-17 2.35e-17   0.004   -1.10
P03795  -7.640  11.738 1.66e-16 1.52e-16 1.27e-16   0.003   -1.08
P00862  -7.593  12.637 5.01e-16 4.19e-16 3.30e-16   0.005   -1.99
P08087  -7.543  13.028 6.78e-16 5.10e-16 3.88e-16   0.006   -3.20
P08764  -7.485  13.441 2.73e-12 1.36e-12 6.10e-13   0.004   -3.34
P06991  -7.497  11.225 1.88e-16 1.98e-16 1.64e-16   0.003   -0.76
P09083  -7.397  12.725 1.59e-12 8.67e-13 4.22e-13   0.004   -2.42
P06684  -7.408  11.846 1.77e-16 1.74e-16 1.34e-16   0.004   -2.08
P04392  -7.323  11.827 3.52e-12 3.81e-12 2.85e-12   0.004   -1.91
P01326  -7.476  14.148 2.83e-13 1.30e-13 5.44e-14   0.003   -3.58
P08654  -7.505  13.035 1.14e-17 1.73e-17 1.79e-17   0.003   -2.91
P02773  -7.277   1.037 7.25e-17 8.07e-17 7.01e-17   0.004   -3.96
P09072  -7.428  12.122 2.18e-12 1.14e-12 5.76e-13   0.003   -2.14
P02457  -7.462  12.485 1.86e-17 2.76e-17 2.61e-17   0.003   -2.55
P08763  -7.375  12.087 3.49e-17 4.74e-17 4.28e-17   0.004   -2.14
P05832  -7.354   8.565 2.35e-16 2.49e-16 1.59e-16   0.003   -3.38
P09270  -7.557  12.158 1.09e-16 1.33e-16 9.93e-17   0.004   -2.31
P10090  -7.250  12.242 1.22e-17 8.51e-18 4.87e-18   0.005   -2.39
P00637  -7.252  12.386 8.00e-15 4.27e-15 2.75e-15   0.003   -2.90
P00802  -7.055  12.960 9.21e-14 4.46e-14 2.23e-14   0.003   -3.10
P07480  -7.197  12.039 5.99e-17 6.28e-17 6.08e-17   0.003   -2.58
P09309  -7.158  12.515 5.52e-14 2.58e-14 1.29e-14   0.007   -3.22
P05329  -7.042  12.166 1.52e-13 7.91e-14 3.67e-14   0.004   -3.33
P10395  -6.962  12.525 6.19e-16 5.01e-16 3.28e-16   0.004   -3.76
P04232  -7.126  14.625 2.20e-14 1.14e-14 5.43e-15   0.005   -3.16
P07751  -6.934  13.427 1.01e-14 6.16e-15 3.70e-15   0.004   -3.37
P07157  -6.893  11.938 1.03e-14 7.26e-15 3.64e-15   0.005   -3.01
P02270  -6.919  11.372 2.13e-14 1.05e-14 6.44e-15   0.006   -2.41
P09625  -6.857  12.922 1.26e-17 5.86e-18 2.60e-18   0.004   -3.54
P10321  -6.821  12.065 2.91e-17 4.19e-17 3.62e-17   0.004   -3.65
P02139  -6.790  12.864 1.46e-17 2.02e-17 2.36e-17   0.002   -3.89
P06782  -6.821  11.897 3.00e-12 3.11e-12 2.92e-12   0.004   -2.86
P09910  -6.819   1.770 4.29e-14 2.56e-14 1.13e-14   0.006   -0.95
P02715  -6.833  11.312 2.07e-15 1.63e-15 9.29e-16   0.003   -2.56
P10012  -6.696   3.686 1.41e-16 1.85e-16 1.78e-16   0.007    0.42
P00929  -6.815  13.712 3.38e-17 4.81e-17 5.04e-17   0.005   -3.60
P09204  -6.852  12.706 1.55e-17 2.15e-17 2.29e-17   0.004   -3.59
P08930  -6.663  11.533 1.56e-15 1.04e-15 7.37e-16   0.004   -2.80
P00251  -6.674  13.341 1.35e-17 2.02e-17 2.06e-17   0.003   -4.56
P07654  -6.601  10.979 1.24e-16 1.20e-16 1.07e-16   0.003   -2.48
P10313  -6.756  12.656 5.21e-12 3.95e-12 2.13e-12   0.002   -4.14
P07928  -6.611   0.143 8.93e-16 7.06e-16 4.92e-16   0.006   -4.15
P08000  -6.688  10.134 4.35e-16 3.88e-16 3.07e-16   0.003   -0.31
P07473  -6.658   5.580 3.06e-14 1.78e-14 8.60e-15   0.004   -0.32
P00908  -6.666  12.420 1.37e-16 1.46e-16 1.36e-16   0.004   -4.29
P07362  -6.580  14.080 2.54e-13 1.48e-13 5.81e-14   0.004   -3.71
P06785  -6.501  14.239 1.15e-17 5.90e-18 2.83e-18   0.004   -3.93
P01034  -6.404   7.426 2.13e-17 2.75e-17 3.44e-17   0.008   -0.09
P02203  -6.413  13.310 1.05e-14 5.47e-15 3.47e-15   0.004   -4.54
P08267  -6.435   1.181 1.90e-15 1.45e-15 1.04e-15   0.004   -4.12
P08694  -6.421  12.015 1.31e-14 8.46e-15 4.19e-15   0.004   -3.26
P04795  -6.516  12.790 1.19e-17 1.73e-17 1.89e-17   0.004   -4.07
P06092  -6.396  11.461 3.90e-12 2.31e-12 1.33e-12   0.003   -2.94
P01982  -6.426  13.246 2.04e-17 9.71e-18 4.66e-18   0.002   -4.77
P01638  -6.216  14.021 1.22e-17 1.95e-17 1.96e-17   0.003   -4.44
P03039  -6.024   3.922 2.64e-13 1.30e-13 6.34e-14   0.005   -0.35
P04343  -6.194  14.215 3.47e-13 8.29e-13 1.88e-12   0.003   -4.38
P04091  -6.089  13.064 4.93e-14 2.51e-14 1.32e-14   0.004   -4.87
P06891  -6.075   4.058 4.42e-16 4.54e-16 3.54e-16   0.005   -0.82
P04317  -6.008   2.755 1.29e-14 8.64e-15 5.48e-15   0.008   -0.01
P10009  -5.877  12.359 6.41e-15 3.81e-15 2.27e-15   0.003   -4.49
P06375  -6.045   0.312 3.82e-12 4.20e-12 3.59e-12   0.003   -4.27
P07192  -5.901   9.948 6.99e-17 8.34e-17 6.90e-17   0.004   -2.62
P04504  -5.885   0.749 7.08e-17 1.20e-16 1.40e-16   0.012    0.17
P02874  -5.972  10.612 5.08e-16 4.07e-16 2.93e-16   0.002   -2.76
P02396  -5.842  13.691 2.76e-17 4.05e-17 3.75e-17   0.004   -4.54
P04523  -5.778   3.085 2.62e-14 1.52e-14 9.07e-15   0.008   -0.38
P04304  -5.828  14.184 7.82e-14 4.39e-14 1.80e-14   0.003   -4.79
P01606  -5.655   4.881 6.55e-14 3.80e-14 1.73e-14   0.006   -0.69
P04932  -5.585  14.656 1.71e-17 2.37e-17 2.73e-17   0.003   -4.57
P06864  -5.527  12.582 1.02e-14 5.36e-15 2.98e-15   0.005   -4.93
P02105  -5.477   7.427 2.72e-17 3.79e-17 4.30e-17   0.006   -0.21
P07149  -5.450  12.300 4.83e-17 5.59e-17 4.49e-17   0.004   -3.82
P00678  -5.499  13.436 2.32e-16 2.24e-16 1.78e-16   0.004   -5.31
P03652  -5.440  12.393 7.19e-15 4.92e-15 2.51e-15   0.003   -4.42
P01831  -5.317  13.463 4.22e-16 3.75e-16 2.41e-16   0.004   -4.24
P06914  -5.327  14.671 3.64e-16 3.54e-16 2.76e-16   0.006   -5.22
P08534  -5.463  12.351 2.92e-15 1.81e-15 1.10e-15   0.003   -4.13
P06013  -5.381  12.586 1.02e-16 1.05e-16 9.03e-17   0.003   -4.81
P08392  -5.350   6.570 2.94e-13 1.65e-13 7.15e-14   0.004   -0.25
P03950  -5.061  12.208 5.96e-17 6.28e-17 5.66e-17   0.003   -4.72
P07499  -4.954  14.511 1.39e-14 8.66e-15 4.98e-15   0.005   -5.68
P05021  -4.906   7.175 7.61e-12 4.65e-12 2.24e-12   0.007   -0.21
P09886  -5.002  13.847 1.34e-13 7.12e-14 3.21e-14   0.003   -5.52
P10309  -4.853  13.842 1.76e-12 8.90e-13 3.96e-13   0.003   -5.70
P01485  -4.719   0.935 1.81e-14 1.10e-14 5.76e-15   0.004   -4.49
P09339  -4.568  14.946 5.10e-12 2.30e-12 1.28e-12   0.005   -0.32
P06338  -4.480   1.824 2.10e-13 6.98e-13 1.59e-12   0.005   -4.60
P06138  -4.497  14.645 5.11e-16 4.84e-16 3.46e-16   0.006   -5.72
P08777  -4.388  14.329 6.67e-15 4.01e-15 2.34e-15   0.004   -5.88
P04749  -4.302   2.267 1.07e-15 1.23e-15 9.61e-16   0.011    0.22
P03888  -4.297  10.681 1.26e-15 8.50e-16 5.44e-16   0.003   -4.03
P08772  -4.334  13.939 1.19e-17 7.02e-18 3.67e-18   0.005   -5.83
P03304  -4.261  13.568 1.67e-16 1.52e-16 1.20e-16   0.005   -5.76
P07934  -4.287  13.114 1.15e-13 5.44e-14 2.69e-14   0.003   -5.73
P06093  -3.980  14.664 3.18e-15 2.45e-15 1.31e-15   0.006   -5.62
P07326  -3.777   7.075 4.06e-12 3.37e-12 1.93e-12   0.005   -4.06
P02021  -3.443  12.204 1.98e-14 1.28e-14 6.96e-15   0.003   -4.84
P06818  -3.275   3.826 1.70e-14 1.16e-14 5.19e-15   0.005   -4.57
P08117  -3.298   3.995 4.03e-16 2.05e-16 8.34e-17   0.007   -0.40
P02184  -3.294   5.985 3.21e-14 2.08e-14 1.03e-14   0.007   -0.52
P03602  -3.178   1.800 5.46e-12 3.47e-12 1.88e-12   0.005   -4.68
P04383  -3.176  12.596 1.17e-16 1.15e-16 1.09e-16   0.002   -4.92
P03954  -3.096   5.909 3.08e-13 1.56e-13 6.74e-14   0.004   -0.44
P05561  -2.926  13.142 2.10e-14 1.07e-14 6.08e-15   0.004   -5.67
P07073  -3.013  14.104 9.67e-17 1.07e-16 8.02e-17   0.004   -5.61
P06347  -2.851   1.014 1.65e-14 1.03e-14 5.02e-15   0.005   -4.83
P09903  -2.884  12.745 3.86e-15 2.63e-15 1.51e-15   0.003   -4.73
P04558  -2.822  14.187 4.97e-16 4.73e-16 3.08e-16   0.002   -6.02
P05830  -2.555  13.149 2.10e-13 1.09e-13 4.64e-14   0.004   -6.25
P02416  -2.631   2.449 4.93e-16 4.12e-16 2.98e-16   0.002    0.43
P08718  -2.726   2.279 5.60e-16 4.89e-16 3.73e-16   0.005   -4.79
P01104  -2.413  12.810 1.41e-17 7.09e-18 3.76e-18   0.003   -5.16
P04267  -2.377   1.137 2.06e-17 2.74e-17 3.18e-17   0.005   -1.62
P00056  -2.288  14.265 2.50e-16 3.12e-16 2.27e-16   0.007   -1.09
P06139  -2.292   4.229 1.29e-16 1.58e-16 1.38e-16   0.007   -0.80
P09195  -2.349  14.543 3.15e-13 1.60e-13 6.86e-14   0.005   -0.41
P07902  -2.136  13.334 1.49e-14 9.10e-15 4.48e-15   0.004   -5.17
P03192  -2.108   3.336 2.24e-15 1.71e-15 1.04e-15   0.003   -1.40
P00077  -2.070   7.142 7.81e-15 5.42e-15 3.07e-15   0.005   -0.62
P05323  -1.902   5.629 6.27e-16 6.02e-16 4.26e-16   0.005   -0.66
P06231  -1.862   3.196 5.44e-17 7.60e-17 1.00e-16   0.010    0.28
P09495  -1.827   1.274 4.40e-16 5.33e-16 5.89e-16   0.012   -0.91
P07322  -1.666   9.565 7.36e-17 8.02e-17 7.36e-17   0.003   -1.82
P03368  -1.769   3.895 1.50e-14 9.82e-15 6.09e-15   0.008    0.06
P04107  -1.773   0.955 1.04e-17 6.76e-18 4.06e-18   0.004   -1.72
P02614  -1.277   2.524 1.46e-17 2.41e-17 2.74e-17   0.005   -4.91
P04025  -1.201  14.913 1.44e-15 1.14e-15 7.14e-16   0.005   -0.51
P02035  -1.178   2.053 5.73e-14 3.99e-14 1.96e-14   0.012   -0.11
P02971  -1.086   4.387 1.77e-13 8.62e-14 3.82e-14   0.006   -0.90
P03717  -1.007   6.839 1.07e-15 8.53e-16 6.47e-16   0.005   -0.72
P07264  -1.064   2.263 3.18e-17 4.19e-17 3.87e-17   0.005   -5.04
P05384  -0.851   6.427 1.54e-16 1.86e-16 1.50e-16   0.006   -0.73
P07074  -0.591   7.631 7.97e-15 5.64e-15 3.13e-15   0.006   -0.83
P01595  -0.463   3.476 1.25e-13 7.12e-14 3.02e-14   0.005   -1.46
P02568  -0.390   5.553 1.73e-13 9.63e-14 4.33e-14   0.007   -0.92
P00801  -0.422   2.794 1.34e-11 6.64e-12 2.92e-12   0.010    0.14
P08007  -0.271   0.935 1.06e-17 2.43e-17 4.10e-17   0.012   -0.59
P03470  -0.254  14.516 2.99e-14 1.69e-14 8.95e-15   0.005   -5.65
P07899  -0.036   0.426 3.82e-16 3.32e-16 2.35e-16   0.005   -2.09
P00266  -0.025   6.015 4.68e-15 3.90e-15 2.09e-15   0.007   -0.95
