name x y flux1 flux2 flux3 par rv
P01381   6.128  -7.325 3.38e-12 2.08e-12 1.07e-12   0.004   -1.08
P02593   6.299 -10.389 6.76e-14 3.50e-14 1.35e-14   0.003   -2.11
P02044   6.186  -8.895 8.47e-17 1.02e-16 7.22e-17   0.002   -1.41
P02434   6.260  -5.105 3.10e-17 4.37e-17 3.66e-17   0.004   -1.21
P03782   6.424  -0.853 7.12e-16 4.04e-16 2.34e-16   0.001   -3.52
P03507   6.401 -10.811 6.27e-15 3.40e-15 2.18e-15   0.002   -1.84
P03059   6.307  -8.386 1.27e-13 6.03e-14 2.44e-14   0.003   -1.18
P03073   6.523  -9.184 7.88e-14 4.00e-14 1.87e-14   0.002   -1.86
P04705   6.486  -9.072 6.81e-15 4.30e-15 2.04e-15   0.005   -1.60
P04141   6.544  -1.789 1.29e-13 6.76e-14 2.91e-14   0.005   -3.29
P02723   6.535  -6.257 7.60e-17 8.51e-17 7.04e-17   0.002   -1.38
P05190   6.737  -0.584 2.93e-16 2.25e-16 1.90e-16   0.003   -0.39
P09362   6.734  -8.725 2.99e-12 1.70e-12 8.42e-13   0.001   -1.44
P00877   6.804  -9.663 1.78e-14 9.56e-15 5.58e-15   0.001   -2.22
P08925   6.681  -8.477 2.26e-17 1.20e-17 4.75e-18   0.002   -1.76
P01780   6.676  -9.701 1.94e-15 1.36e-15 7.75e-16   0.003   -2.23
P07274   6.680 -10.180 1.68e-15 1.34e-15 8.37e-16   0.003   -2.36
P08104   6.667  -9.458 1.71e-12 7.96e-13 3.64e-13   0.005   -2.23
P02660   6.762  -0.075 9.59e-17 6.73e-17 4.71e-17   0.001   -2.98
P01302   6.763  -7.883 1.31e-14 7.58e-15 2.71e-15   0.002   -1.36
P05274   6.840 -10.053 5.41e-17 6.65e-17 5.68e-17   0.003   -2.35
P06503   6.891  -9.014 7.34e-17 7.38e-17 6.52e-17   0.004   -1.80
P01974   6.862  -0.496 3.53e-12 1.78e-12 9.90e-13   0.004   -0.41
P07422   7.002  -8.141 2.32e-14 1.40e-14 6.26e-15   0.002   -1.44
P01143   6.893  -7.783 3.03e-12 1.65e-12 1.04e-12   0.004   -1.53
P02216   6.783  -9.729 5.34e-16 3.90e-16 2.61e-16   0.004   -2.33
P06495   6.923  -8.550 6.81e-14 3.13e-14 1.72e-14   0.002   -1.64
P02758   6.985 -12.134 1.49e-17 1.91e-17 1.84e-17   0.004   -2.45
P01236   6.902 -11.040 2.73e-17 3.62e-17 3.42e-17   0.001   -2.46
P06050   7.126  -3.644 1.62e-15 1.27e-15 7.85e-16   0.004   -1.26
P00617   7.111  -9.205 9.66e-17 9.26e-17 6.55e-17   0.005   -2.32
P00874   7.071  -8.079 2.76e-17 3.32e-17 3.37e-17   0.003   -1.65
P01677   7.195  -0.710 8.45e-17 8.59e-17 7.82e-17   0.003   -0.43
P01844   6.994  -9.116 6.88e-17 8.64e-17 6.98e-17   0.004   -2.33
P00436   7.146  -7.751 5.11e-16 4.27e-16 3.15e-16   0.000   -1.51
P03075   7.220  -2.166 1.16e-16 1.24e-16 9.70e-17   0.006   -0.76
P01475   7.183  -0.139 2.28e-13 1.04e-13 5.26e-14   0.001   -3.54
P03982   7.153  -2.913 1.63e-12 8.91e-13 3.88e-13   0.004   -1.15
P04163   7.204  -8.400 8.85e-17 9.23e-17 7.84e-17   0.003   -2.08
P06849   7.190  -0.535 7.26e-14 3.24e-14 1.42e-14   0.004   -0.56
P00074   7.414  -9.875 1.54e-15 1.09e-15 7.17e-16   0.002   -2.56
P01189   7.387  -2.459 1.36e-14 9.83e-15 3.89e-15   0.004   -1.01
P05199   7.278  -0.101 4.82e-15 2.76e-15 1.22e-15   0.001   -3.82
P08589   7.352  -1.752 1.01e-14 6.35e-15 3.43e-15   0.003   -0.91
P06883   7.284  -8.645 2.30e-16 2.59e-16 1.60e-16   0.004   -2.52
P08094   7.472  -6.444 1.63e-14 9.73e-15 5.59e-15   0.005   -1.71
P08481   7.514  -3.233 2.42e-12 2.84e-12 2.10e-12   0.003   -1.42
P02492   7.383 -11.610 1.92e-16 1.78e-16 1.44e-16   0.003   -2.96
P05331   7.620  -9.182 1.92e-15 1.43e-15 8.39e-16   0.003   -2.76
P08300   7.544  -1.305 1.73e-17 2.47e-17 2.15e-17   0.003   -0.69
P02271   7.552  -8.672 3.06e-16 2.45e-16 1.84e-16   0.003   -2.48
P00464   7.424  -9.813 8.45e-17 9.24e-17 7.46e-17   0.004   -2.79
P03429   7.535  -8.228 4.37e-15 3.05e-15 1.64e-15   0.004   -2.15
P02910   7.561 -10.302 1.38e-17 1.91e-17 2.10e-17   0.004   -2.89
P00676   7.659 -11.783 6.14e-14 3.60e-14 1.37e-14   0.002   -2.83
P03726   7.765  -9.698 7.14e-16 5.16e-16 3.59e-16   0.003   -2.92
P09302   7.586  -0.440 5.61e-14 3.05e-14 1.29e-14   0.005   -0.74
P09279   7.580  -9.425 8.99e-16 7.02e-16 4.58e-16   0.003   -2.99
P09901   7.736  -8.622 5.34e-14 2.99e-14 1.53e-14   0.003   -2.80
P06552   7.685 -14.972 7.52e-17 6.90e-17 5.39e-17   0.002   -2.68
P06719   7.928  -2.660 7.54e-17 3.80e-17 1.95e-17   0.002   -1.36
P02785   7.779  -8.743 4.23e-16 3.38e-16 2.64e-16   0.003   -2.75
P08720   7.760  -0.925 1.12e-15 8.08e-16 5.16e-16   0.004   -0.71
P06640   7.933  -8.562 2.65e-17 1.28e-17 5.49e-18   0.001   -1.24
P00214   7.950  -9.033 2.72e-17 3.24e-17 2.82e-17   0.002   -2.98
P01030   7.975  -8.042 5.50e-14 2.85e-14 1.20e-14   0.004   -2.21
P07829   7.910  -9.258 1.17e-15 8.12e-16 4.94e-16   0.003   -2.96
P03724   7.860  -9.417 1.02e-15 8.29e-16 5.40e-16   0.003   -3.01
P07616   7.951  -8.443 8.25e-17 8.14e-17 7.19e-17   0.002   -2.70
P07648   8.134  -0.084 7.48e-17 7.76e-17 6.18e-17   0.005   -1.08
P02871   7.947  -5.863 1.64e-13 8.01e-14 3.31e-14   0.003   -1.89
P00005   7.925  -6.998 8.01e-14 3.44e-13 8.68e-13   0.004   -2.12
P01852   8.004  -0.104 3.68e-16 4.02e-16 2.53e-16   0.003   -0.88
P02459   8.008  -3.984 3.18e-12 2.52e-12 1.58e-12   0.001   -1.67
P00786   7.987  -0.894 4.10e-15 2.56e-15 1.40e-15   0.002   -1.14
P08198   8.042  -8.038 8.20e-16 6.70e-16 3.94e-16   0.002   -2.40
P06341   7.985  -0.908 5.90e-15 3.88e-15 2.00e-15   0.004   -1.12
P09894   8.072  -1.239 2.46e-17 1.29e-17 5.33e-18   0.002   -0.91
P09436   8.063  -0.368 7.97e-17 8.82e-17 7.87e-17   0.001   -0.93
P01191   8.062  -0.320 1.76e-13 1.07e-13 4.08e-14   0.005   -3.88
P04216   8.113  -1.438 5.98e-15 3.80e-15 2.25e-15   0.002   -1.13
P00694   8.042  -8.592 3.27e-12 2.74e-12 2.04e-12   0.003   -2.72
P06377   8.075  -8.812 1.01e-16 8.65e-17 7.46e-17   0.003   -3.02
P01966   8.374  -4.222 9.29e-15 5.42e-15 2.80e-15   0.004   -1.72
P09349   8.367  -6.465 3.14e-15 2.21e-15 1.20e-15   0.003   -2.07
P02093   8.410  -7.905 2.32e-12 2.60e-12 2.16e-12   0.003   -2.94
P09076   8.522  -3.440 3.66e-15 2.59e-15 1.53e-15   0.002   -1.63
P08126   8.420  -9.582 4.66e-16 4.20e-16 2.50e-16   0.003   -3.00
P01854   8.462  -8.640 3.26e-15 2.06e-15 1.11e-15   0.004   -3.07
P01976   8.443  -2.979 9.59e-16 6.19e-16 4.15e-16   0.004   -1.75
P03739   8.528  -2.439 1.81e-12 8.69e-13 4.42e-13   0.002   -1.54
P07396   8.542  -0.368 8.46e-14 4.41e-14 2.21e-14   0.003   -1.39
P03769   8.589  -5.633 8.32e-17 8.99e-17 7.20e-17   0.005   -1.97
P05208   8.528  -8.495 4.47e-14 2.09e-14 1.09e-14   0.003   -2.75
P08307   8.581  -1.611 6.04e-16 4.93e-16 3.23e-16   0.002   -1.24
P08851   8.485  -1.215 1.88e-13 1.04e-13 4.19e-14   0.002   -4.99
P05052   8.636  -0.923 1.09e-14 6.01e-15 3.59e-15   0.004   -1.53
P04988   8.544  -3.312 3.83e-14 1.74e-14 8.96e-15   0.001   -1.95
P01524   8.646  -0.485 1.88e-14 1.05e-14 5.31e-15   0.005   -1.68
P02663   8.625  -3.432 8.50e-14 4.05e-14 1.90e-14   0.004   -1.86
P03364   8.580  -1.253 7.19e-14 3.85e-14 1.95e-14   0.003   -1.51
P03765   8.613  -1.186 1.53e-13 8.42e-14 3.61e-14   0.000   -5.30
P07627   8.657  -1.652 3.82e-17 3.37e-17 1.99e-17   0.001   -5.10
P10330   8.722  -1.431 3.38e-16 2.86e-16 2.49e-16   0.003   -1.72
P07095   8.664  -0.590 3.15e-16 2.11e-16 1.23e-16  -0.000   -5.09
P00971   8.712  -7.396 2.65e-14 1.46e-14 7.07e-15   0.003   -2.47
P05423   8.705  -0.980 7.09e-15 4.03e-15 2.52e-15   0.003   -1.83
P00336   8.816  -1.619 1.47e-17 2.07e-17 2.19e-17   0.004   -1.93
P08875   8.788  -0.781 2.11e-17 3.05e-17 2.67e-17   0.002   -1.76
P00663   8.850 -11.704 8.52e-16 6.88e-16 4.49e-16   0.003   -3.22
P01597   8.816  -0.969 2.64e-15 1.58e-15 9.97e-16   0.005   -2.05
P06808   8.814  -4.335 2.34e-14 1.47e-14 7.80e-15   0.002   -1.95
P03698   8.909  -1.294 2.45e-14 1.26e-14 6.48e-15   0.004   -2.03
P03512   8.834  -0.921 1.24e-13 5.86e-14 2.80e-14   0.001   -2.17
P03481   8.736  -0.868 2.62e-17 3.45e-17 3.00e-17   0.004   -2.19
P06076   8.926  -0.745 1.58e-17 2.02e-17 2.25e-17   0.003   -2.30
P00759   8.990  -1.025 2.87e-12 2.27e-12 1.16e-12   0.003   -2.40
P08550   8.988 -14.298 3.76e-16 2.76e-16 1.93e-16   0.003   -2.97
P02373   8.898  -0.701 6.42e-16 5.71e-16 3.51e-16   0.002   -2.48
P03673   9.101  -0.965 3.24e-13 3.21e-13 2.93e-13   0.000   -4.67
P04446   9.082  -3.066 6.10e-17 7.09e-17 7.34e-17   0.005   -3.36
P06233   9.029  -0.653 4.99e-14 2.38e-14 1.35e-14   0.005   -2.45
P03366   9.097  -1.944 8.45e-15 4.35e-15 2.09e-15   0.002   -2.15
P01498   9.115  -1.346 9.59e-16 6.87e-16 4.43e-16   0.003   -2.31
P01724   9.107  -0.153 3.81e-17 2.04e-17 8.50e-18   0.004   -2.42
P08827   8.979  -1.010 3.02e-16 2.46e-16 1.67e-16   0.004   -2.83
P09400   9.036  -8.829 3.04e-13 8.56e-13 1.37e-12   0.003   -3.16
P03189   9.045  -0.900 2.00e-17 2.70e-17 2.44e-17   0.002   -2.75
P08520   9.235  -4.799 6.83e-15 4.31e-15 2.45e-15   0.002   -2.04
P02207   9.214 -11.232 1.41e-15 9.48e-16 6.06e-16   0.002   -3.30
P00505   9.149  -0.946 3.38e-12 2.19e-12 1.32e-12   0.002   -2.79
P09738   9.064  -6.813 1.86e-12 9.92e-13 4.60e-13   0.005   -2.49
P02230   9.310  -0.599 8.75e-14 4.65e-14 2.27e-14   0.002   -2.69
P10088   9.180  -0.290 4.61e-15 2.86e-15 1.78e-15   0.002   -2.88
P04203   9.140  -3.796 7.91e-16 6.20e-16 4.07e-16   0.004   -3.33
P03093   9.228  -2.462 8.71e-15 5.36e-15 3.23e-15   0.003   -2.46
P07537   9.251  -2.238 2.14e-14 1.01e-14 5.89e-15   0.003   -2.32
P07947   9.367  -9.156 1.10e-17 1.42e-17 1.62e-17   0.003   -3.38
P09360   9.395  -0.677 7.10e-17 5.69e-17 4.09e-17   0.002   -4.45
P09995   9.447  -8.997 9.68e-15 6.22e-15 3.15e-15   0.002   -3.23
P07557   9.410  -1.161 3.35e-16 3.31e-16 2.38e-16   0.003   -3.09
P04626   9.423  -0.510 3.32e-12 2.48e-12 1.62e-12   0.004   -3.00
P06416   9.499  -0.875 1.11e-17 1.49e-17 1.59e-17   0.003   -2.89
P00298   9.502 -10.717 1.10e-16 9.61e-17 8.53e-17   0.002   -3.39
P04231   9.550  -2.943 3.23e-17 3.80e-17 3.68e-17   0.002   -2.29
P09645   9.612  -9.318 3.40e-14 1.95e-14 8.57e-15   0.004   -3.41
P09826   9.626 -10.662 1.61e-12 7.63e-13 3.27e-13   0.005   -3.52
P07357   9.663  -8.722 9.35e-15 5.48e-15 3.23e-15   0.003   -2.92
P03399   9.726  -0.922 2.71e-17 2.97e-17 2.77e-17   0.005   -3.22
P01241   9.616 -10.445 2.33e-13 1.30e-13 5.44e-14   0.004   -0.89
P02934   9.602  -1.617 4.63e-14 2.47e-14 1.10e-14   0.004   -3.02
P04103   9.760  -0.499 1.68e-13 7.48e-14 3.71e-14   0.004   -3.35
P01410   9.739  -1.380 1.89e-14 1.11e-14 5.11e-15   0.003   -2.96
P01945   9.827  -2.024 2.68e-15 1.69e-15 1.09e-15   0.004   -2.80
P00513   9.769  -0.033 4.83e-14 2.75e-14 1.39e-14   0.003   -2.98
P00458   9.893  -0.474 1.17e-17 1.80e-17 2.11e-17   0.003   -3.32
P10356   9.949 -10.946 2.99e-15 1.85e-15 1.10e-15   0.003   -3.72
P04305  10.018  -1.815 6.76e-15 3.50e-15 1.30e-15   0.001   -5.36
P08293  10.251  -1.222 1.26e-12 6.80e-13 3.04e-13   0.003   -3.61
P08512  10.263  -6.084 1.97e-17 2.48e-17 2.93e-17   0.004   -1.40
P09416  10.335  -1.619 3.09e-14 1.74e-14 6.88e-15   0.004   -3.24
P07903  10.332  -1.863 1.09e-13 5.19e-14 2.31e-14   0.005   -3.17
P03955  10.401 -11.374 1.75e-16 1.50e-16 1.32e-16   0.003   -3.64
P02124  10.360  -0.470 5.49e-15 4.66e-14 2.12e-13   0.004   -3.64
P04858  10.575  -4.721 1.26e-16 1.18e-16 9.27e-17   0.003   -2.51
P08563  10.489  -0.360 1.07e-14 6.18e-15 3.26e-15   0.002   -1.78
P00493  10.381  -2.319 1.22e-14 6.96e-15 3.84e-15   0.003   -3.07
P03901  10.687  -6.209 1.77e-17 2.17e-17 2.02e-17   0.002   -2.29
P09185  10.567 -11.912 2.82e-15 1.97e-15 8.89e-16   0.003   -3.78
P10346  10.689  -0.660 1.31e-17 1.89e-17 2.28e-17   0.002   -3.82
P03853  10.778  -9.461 4.42e-17 4.46e-17 4.22e-17   0.004   -3.65
P06784  10.981  -0.463 4.77e-16 4.66e-16 2.98e-16   0.002   -3.96
P10231  11.000  -6.417 6.99e-17 8.16e-17 6.70e-17   0.004   -2.79
P09740  11.043  -6.757 5.58e-14 2.89e-14 1.32e-14   0.003   -2.80
P00300  11.233  -0.398 5.68e-17 5.99e-17 6.48e-17   0.003   -3.94
P04711  11.195  -2.570 1.07e-17 4.96e-18 2.13e-18   0.002   -3.27
P00345  11.318  -1.578 4.80e-16 4.18e-16 2.91e-16   0.003   -3.82
P05512  11.173  -8.257 3.15e-14 1.60e-14 8.00e-15   0.003   -3.22
P04564  11.376  -2.687 3.25e-15 2.12e-15 1.28e-15   0.004   -3.55
P09507  11.392 -10.198 1.03e-13 5.51e-14 2.39e-14   0.004   -0.89
P07897  11.418 -10.319 1.36e-16 1.41e-16 1.05e-16   0.005   -3.74
P04615  11.566  -9.425 8.79e-16 6.92e-16 4.89e-16   0.003   -2.91
P02324  11.770  -5.739 3.38e-14 1.55e-14 6.37e-15   0.002   -2.02
P02528  11.723  -2.174 5.94e-16 6.43e-16 4.53e-16   0.003   -2.22
P07070  11.770  -2.072 3.90e-12 2.64e-12 1.45e-12   0.003   -3.73
P00072  11.670 -13.090 7.07e-16 6.24e-16 3.84e-16   0.001   -3.72
P00474  11.834  -2.321 3.52e-14 2.17e-14 8.97e-15   0.003   -2.26
P09985  12.038  -3.392 2.55e-16 2.18e-16 1.47e-16   0.003   -3.26
P00707  12.144  -5.800 1.48e-14 8.77e-15 4.10e-15   0.003   -2.70
P10448  12.364  -1.036 3.10e-12 2.06e-12 1.18e-12   0.003   -4.21
P03624  12.384  -1.418 8.82e-16 6.45e-16 4.37e-16   0.003   -4.16
P07641  12.693  -1.313 1.95e-12 1.20e-12 4.76e-13   0.003   -4.24
P07589  12.653  -0.971 2.91e-14 1.56e-14 7.31e-15   0.003   -4.33
P01575  12.667  -2.823 2.15e-14 1.09e-14 5.40e-15   0.001   -3.58
P02250  12.879  -0.847 4.38e-14 2.40e-14 1.25e-14   0.004   -4.33
P09657  12.768  -0.990 2.92e-14 1.68e-14 7.08e-15   0.004   -4.31
P06282  12.920  -1.254 7.82e-16 6.61e-16 4.69e-16   0.003   -4.32
P02481  13.282 -11.234 1.99e-15 1.36e-15 7.68e-16   0.004   -0.79
P08833  13.243  -1.318 1.18e-14 6.93e-15 3.56e-15   0.004   -4.41
P01098  13.221 -13.862 3.49e-16 3.32e-16 2.25e-16   0.002   -3.84
P03369  13.505 -14.901 4.67e-15 2.78e-15 1.60e-15   0.004   -3.68
P08883  13.461  -2.351 1.87e-12 9.55e-13 4.39e-13   0.005   -1.97
P02217  13.641 -11.837 2.39e-17 3.18e-17 3.39e-17   0.004   -0.54
P10071  13.992  -9.070 4.21e-17 5.19e-17 4.48e-17   0.006   -3.68
P03665  14.265  -0.903 1.88e-17 2.61e-17 2.68e-17   0.004   -4.62
P07482  14.500  -4.214 4.47e-15 2.71e-15 1.47e-15   0.002   -3.77
P10093  14.624  -9.419 1.65e-15 1.14e-15 6.52e-16   0.003   -2.44
P08658  14.689  -9.283 3.41e-16 3.38e-16 2.54e-16   0.003   -0.90
P07669  14.611 -11.430 2.19e-13 1.23e-13 4.89e-14   0.002   -0.51
P05237  14.812 -13.514 3.62e-13 1.58e-13 6.71e-14   0.003   -0.32
