name x y flux1 flux2 flux3 par rv
P01680 -43.457  -6.167 6.62e-16 4.94e-16 2.47e-16   0.003   -3.07
P10015 -43.389  -7.210 5.37e-15 3.16e-15 1.64e-15  -0.000   -3.50
P04135 -43.409  -6.214 7.13e-16 4.69e-16 2.49e-16   0.003   -3.16
P02964 -43.391  -7.894 3.76e-13 2.34e-13 1.17e-13   0.002   -3.69
P09213 -43.315  -5.425 3.37e-16 2.07e-16 1.28e-16   0.000   -1.51
P02997 -43.304  -5.599 6.03e-17 5.28e-17 3.57e-17   0.001   -1.97
P05955 -43.318  -5.333 4.32e-13 2.60e-13 1.09e-13   0.002   -1.44
P04996 -43.239  -5.665 4.52e-17 3.64e-17 2.62e-17   0.002   -1.77
P01088 -43.407  -5.412 2.50e-13 1.23e-13 6.34e-14   0.002   -1.68
P03521 -43.250  -5.432 1.04e-17 5.06e-18 2.10e-18   0.000   -1.44
P09108 -43.366  -5.636 8.74e-15 4.01e-15 1.99e-15   0.001   -2.42
P02751 -43.310  -5.411 2.24e-16 1.82e-16 1.05e-16  -0.001   -1.35
P03957 -43.209  -5.308 1.02e-15 5.84e-16 3.28e-16  -0.001   -1.06
P08605 -43.346  -5.793 2.20e-15 1.21e-15 5.79e-16   0.002   -2.64
P03173 -43.143  -5.574 3.05e-16 2.14e-16 1.37e-16   0.001   -1.57
P00433 -43.198  -5.632 1.02e-16 8.81e-17 5.12e-17   0.003   -1.81
P09891 -43.139  -6.520 5.88e-16 3.42e-16 1.90e-16   0.000   -2.81
P08182 -43.174  -5.311 2.51e-14 1.27e-14 5.32e-15   0.001   -1.06
P03805 -43.252  -5.608 3.49e-15 2.09e-15 9.99e-16   0.001   -1.41
P00800 -43.133  -6.376 4.04e-13 4.06e-13 3.48e-13   0.002   -2.75
P00351 -43.113  -9.034 1.56e-15 9.41e-16 4.24e-16   0.001   -3.28
P01845 -43.095  -3.935 1.41e-14 6.96e-15 2.93e-15  -0.001   -0.21
P09515 -43.053  -3.211 2.22e-13 9.34e-14 4.05e-14  -0.000   -0.12
P06036 -42.986  -4.348 3.02e-17 2.87e-17 1.98e-17   0.001   -0.35
P02882 -42.865  -5.141 8.67e-16 6.16e-15 3.07e-14   0.001   -0.90
P09251 -42.842  -4.821 2.03e-17 1.94e-17 1.40e-17   0.001   -0.46
P05074 -42.748  -4.001 3.17e-13 1.89e-13 9.85e-14   0.002    0.15
P01310 -42.472  -5.214 3.23e-16 2.27e-16 1.36e-16   0.001   -1.02
P02733 -42.524  -7.521 8.66e-16 5.88e-16 2.74e-16   0.001   -2.55
P03527 -42.450 -10.092 9.08e-17 1.23e-16 9.73e-17   0.006   -1.47
P05118 -42.552 -13.294 7.25e-17 3.99e-17 1.52e-17   0.004   -1.42
P09332 -42.383  -3.914 2.38e-17 1.93e-17 1.75e-17   0.003    0.27
P04968 -42.115  -2.016 1.25e-15 8.48e-16 3.99e-16   0.002    0.52
P06427 -41.555  -2.661 1.35e-14 7.21e-15 3.59e-15   0.002    0.48
P01696 -41.167  -5.302 1.78e-13 1.08e-13 4.81e-14   0.001   -1.20
P02923 -41.149  -0.884 2.30e-17 2.12e-17 1.74e-17   0.002    0.77
P06483 -35.498 -11.094 2.65e-16 2.70e-16 1.74e-16   0.005   -2.47
P00352 -34.983  -5.298 6.05e-12 2.98e-12 1.58e-12   0.004   -2.29
P03944 -33.076  -3.618 6.82e-17 6.36e-17 4.94e-17   0.003   -2.73
P01487 -32.127  -5.237 8.41e-17 8.25e-17 5.34e-17   0.002   -2.77
P04983 -31.413  -1.232 1.02e-16 7.60e-17 5.97e-17   0.001   -2.56
P02200 -30.642  -2.519 2.36e-14 1.15e-14 6.97e-15   0.001   -2.68
