name x y flux1 flux2 flux3 par rv
P08929  20.710 -14.068 7.98e-12 4.83e-12 1.95e-12   0.044    0.60
P07724  20.669 -11.921 2.12e-15 1.54e-15 8.82e-16   0.003   -0.52
P05853  20.910  -8.073 1.40e-17 2.40e-17 2.66e-17   0.005   -1.42
P04940  20.665  -8.064 1.71e-16 1.77e-16 1.36e-16   0.005   -1.31
P00895  20.885 -12.850 1.98e-14 1.14e-14 6.42e-15   0.003   -0.41
P04850  20.935  -9.229 9.29e-15 6.08e-15 3.11e-15   0.006   -0.82
P01064  20.929  -7.879 1.12e-15 8.62e-16 5.89e-16   0.006   -1.30
P04921  21.018 -10.842 2.74e-12 1.53e-12 6.31e-13   0.004   -0.55
P03568  21.009  -5.390 4.59e-15 3.11e-15 1.69e-15   0.005   -2.38
P10271  21.202  -8.641 1.59e-16 1.63e-16 1.25e-16   0.004   -1.10
P02832  21.383  -7.427 6.65e-15 4.50e-15 2.47e-15   0.005   -1.77
P10328  21.381 -14.338 8.96e-15 5.71e-15 3.15e-15   0.002   -0.30
P05151  21.412  -4.798 2.10e-16 1.97e-16 1.32e-16   0.003   -2.48
P02210  21.410  -2.395 7.03e-17 7.93e-17 6.76e-17   0.005   -2.68
P09232  21.376  -7.849 1.37e-15 1.28e-15 8.51e-16   0.005   -1.84
P00669  21.442  -6.284 1.23e-12 6.30e-13 2.97e-13   0.002   -0.85
P01279  21.486 -10.959 1.33e-17 6.26e-18 3.06e-18   0.001   -0.68
P09008  21.595  -8.105 8.62e-14 5.08e-14 2.29e-14   0.004   -1.34
P03291  21.487  -8.233 2.65e-15 1.84e-15 1.13e-15   0.005   -1.50
P08432  21.509  -8.137 1.68e-15 1.36e-15 8.36e-16   0.003   -1.62
P07417  21.673  -8.023 2.21e-14 1.51e-14 7.66e-15   0.002   -1.64
P06733  21.736 -10.100 3.40e-15 2.19e-15 1.19e-15   0.002   -0.66
P03956  21.757  -8.298 2.94e-16 2.67e-16 2.20e-16   0.003   -1.51
P04591  21.629 -12.384 1.42e-16 1.57e-16 1.23e-16   0.003   -0.55
P04510  21.759  -8.567 3.66e-17 5.18e-17 4.66e-17   0.003   -1.20
P07494  21.765  -7.442 4.00e-14 2.25e-14 1.21e-14   0.003   -2.12
P06521  21.721  -9.448 1.20e-17 1.83e-17 1.91e-17   0.005   -1.04
P02000  21.785 -10.829 5.97e-14 2.94e-14 1.22e-14   0.001   -0.77
P10404  21.822  -8.275 1.97e-15 1.45e-15 9.49e-16   0.002   -1.70
P06768  21.962  -8.941 2.31e-15 1.58e-15 8.48e-16   0.005   -1.14
P07591  21.985  -8.465 2.75e-16 2.86e-16 2.22e-16   0.004   -1.44
P06722  22.184 -10.318 8.68e-17 8.80e-17 5.72e-17   0.001   -0.71
P09714  22.023  -8.721 1.72e-16 1.83e-16 1.58e-16   0.005   -1.36
P09069  22.033  -5.260 3.61e-15 2.90e-15 1.38e-15   0.004   -2.43
P01880  22.015  -7.028 1.58e-14 8.51e-15 4.19e-15   0.003   -2.38
P04387  22.216  -8.289 2.74e-13 1.23e-13 5.11e-14   0.003   -1.74
P05098  22.125  -9.768 9.35e-15 5.64e-15 2.86e-15   0.004   -1.04
P07993  22.325  -8.573 1.88e-14 9.64e-15 5.38e-15   0.004   -1.67
P00544  22.227  -5.308 3.56e-15 2.47e-15 1.25e-15   0.003   -3.73
P07261  22.179 -13.243 1.22e-16 1.16e-16 8.74e-17   0.003   -1.02
P03433  22.350  -6.854 6.38e-12 4.08e-12 2.04e-12   0.004   -2.30
P04868  22.381  -8.926 6.36e-17 8.67e-17 7.67e-17   0.004   -1.38
P06736  22.460  -8.997 1.23e-17 2.04e-17 2.46e-17   0.005   -1.29
P10031  22.469  -9.692 2.71e-14 1.40e-14 6.28e-15   0.002   -0.80
P06180  22.580 -10.292 1.22e-14 8.08e-15 4.60e-15   0.005   -0.96
P01038  22.400  -8.603 2.21e-16 2.58e-16 1.59e-16   0.004   -1.73
P10259  22.568 -10.183 5.87e-15 3.37e-15 1.84e-15   0.004   -1.01
P05951  22.647  -9.369 2.20e-17 3.22e-17 3.47e-17   0.005   -1.33
P07663  22.696  -9.395 1.17e-12 1.08e-12 8.18e-13   0.001   -0.82
P05664  22.668 -10.487 7.68e-16 6.20e-16 5.21e-16   0.004   -1.11
P07216  22.720  -8.440 7.12e-16 6.29e-16 3.89e-16   0.005   -1.96
P09821  22.657  -3.061 7.61e-16 6.76e-16 4.47e-16   0.005   -2.83
P09983  22.848  -9.108 4.63e-14 2.80e-14 1.03e-14   0.005   -1.46
P07131  22.775  -8.594 3.37e-17 1.96e-17 9.51e-18   0.005   -1.83
P07508  22.822 -13.486 6.57e-14 3.24e-14 1.47e-14   0.004   -0.60
P01148  22.898 -11.442 3.41e-14 1.95e-14 9.53e-15   0.005   -0.88
P09785  22.894  -3.452 1.43e-14 8.35e-15 5.14e-15   0.005   -2.77
P06242  22.830  -7.290 1.43e-17 2.05e-17 2.29e-17   0.004   -2.31
P10228  22.726  -8.577 6.81e-15 3.78e-15 1.83e-15   0.001   -0.75
P01272  22.893  -7.262 3.24e-14 1.82e-14 1.03e-14   0.005   -2.40
P03583  22.781 -10.130 1.38e-12 8.61e-13 5.25e-13   0.002   -0.86
P07932  22.932  -5.834 2.28e-13 1.08e-13 4.03e-14   0.003   -2.57
P01333  22.896  -8.220 2.75e-13 4.70e-13 7.62e-13   0.002   -0.78
P06636  22.950 -12.043 1.56e-17 2.04e-17 1.79e-17   0.003   -1.12
P04435  22.961 -10.482 8.05e-17 3.76e-17 1.83e-17   0.005   -1.13
P02491  23.115  -9.963 4.20e-17 5.02e-17 4.58e-17   0.004   -1.26
P08500  23.184 -13.552 1.34e-15 9.24e-16 4.75e-16   0.002   -1.15
P02738  23.134  -7.988 5.76e-13 3.15e-13 1.48e-13   0.001   -0.82
P06857  23.105  -9.861 1.26e-15 7.40e-16 5.32e-16   0.002   -0.92
P07971  23.144  -6.752 1.55e-15 1.03e-15 5.77e-16   0.001   -1.11
P02006  23.124  -4.830 6.07e-14 3.06e-14 1.39e-14   0.001   -1.38
P03207  23.127  -7.170 1.42e-16 1.47e-16 1.32e-16   0.003   -2.37
P09745  23.191 -11.583 2.09e-15 1.33e-15 6.88e-16   0.001   -1.14
P01011  23.319  -5.280 2.06e-17 2.61e-17 2.81e-17   0.005   -2.66
P04737  23.369 -11.758 6.82e-14 4.29e-14 1.80e-14   0.004   -0.92
P07352  23.390  -6.576 3.16e-14 1.72e-14 9.60e-15   0.004   -2.58
P00131  23.480  -7.255 5.48e-13 2.93e-13 1.31e-13   0.002   -1.03
P09928  23.349  -8.133 1.10e-13 5.97e-14 3.42e-14   0.004   -2.13
P05244  23.357  -8.480 8.70e-16 5.85e-16 3.61e-16   0.003   -0.96
P03031  23.375 -12.054 6.40e-15 4.55e-15 2.77e-15   0.004   -0.94
P00379  23.351  -7.579 1.62e-17 2.17e-17 1.70e-17   0.003   -1.01
P09340  23.393  -7.030 7.46e-16 6.23e-16 4.65e-16   0.005   -2.45
P06226  23.678  -8.627 3.46e-17 4.56e-17 4.17e-17   0.005   -1.90
P02548  23.677  -3.765 1.17e-17 6.23e-18 2.51e-18   0.000   -1.50
P00576  23.743 -11.172 8.25e-16 7.34e-16 4.47e-16   0.002   -1.16
P10045  23.655 -11.797 2.81e-17 4.06e-17 3.99e-17   0.003   -0.98
P08802  23.660  -8.807 8.84e-17 7.52e-17 6.38e-17   0.002   -0.99
P06557  23.745  -6.834 3.90e-16 3.30e-16 2.01e-16   0.002   -1.20
P04963  23.671  -8.993 4.13e-12 2.17e-12 1.19e-12   0.005   -1.87
P06728  23.863  -8.572 1.40e-17 1.60e-17 1.54e-17   0.001   -1.09
P01822  23.834 -10.186 1.73e-14 9.57e-15 4.01e-15   0.003   -1.30
P01547  23.996  -8.338 4.50e-14 2.33e-14 1.00e-14   0.002   -1.19
P09722  24.016  -0.393 1.78e-14 8.94e-15 4.79e-15   0.002   -3.00
P05910  24.073  -7.183 2.66e-16 1.90e-16 1.29e-16   0.001   -1.44
P01404  23.969  -7.995 1.19e-15 8.33e-16 5.02e-16  -0.001   -1.26
P08645  24.145  -6.602 2.51e-14 1.41e-14 6.51e-15   0.003   -2.49
P05468  24.003  -4.177 7.64e-17 4.24e-17 1.88e-17   0.004   -2.88
P06894  24.028 -10.573 2.40e-16 1.67e-16 1.11e-16   0.002   -1.36
P07638  24.098  -2.538 1.13e-17 1.87e-17 1.97e-17   0.005   -2.93
P02962  24.189 -10.491 3.20e-17 4.41e-17 4.89e-17   0.004   -1.33
P05870  24.208  -8.721 4.12e-14 2.10e-14 9.46e-15   0.001   -1.26
P05224  24.143  -7.879 6.58e-17 7.52e-17 8.56e-17   0.003   -2.26
P08554  24.156  -5.587 1.62e-15 1.23e-15 7.74e-16   0.002   -2.70
P09860  24.137  -5.957 2.27e-15 1.54e-15 9.22e-16   0.003   -2.61
P07076  24.280  -8.891 1.80e-16 1.65e-16 1.01e-16  -0.000   -1.50
P09746  24.269  -8.573 1.11e-12 6.07e-13 3.00e-13   0.003   -1.49
P09514  24.350  -5.191 2.31e-12 1.07e-12 4.82e-13   0.004   -2.74
P01948  24.505  -8.496 2.24e-15 1.30e-15 7.73e-16   0.002   -1.81
P08220  24.510  -9.650 1.68e-17 1.84e-17 1.79e-17   0.002   -1.59
P04070  24.363  -4.352 9.41e-17 7.98e-17 5.99e-17   0.003   -1.69
P08599  24.685 -10.494 3.51e-16 2.82e-16 1.72e-16   0.002   -1.58
P00867  24.646  -9.012 2.75e-16 2.21e-16 1.57e-16   0.000   -1.80
P01152  24.782  -8.769 4.89e-17 4.32e-17 3.42e-17   0.003   -1.90
P02757  24.952  -7.847 1.27e-17 1.22e-17 1.27e-17   0.001   -1.89
P02256  24.819  -8.000 6.23e-16 3.43e-16 2.42e-16   0.001   -1.90
P03518  24.938 -13.796 7.83e-17 8.44e-17 5.41e-17   0.001   -1.45
P01483  24.870  -7.855 2.62e-14 1.39e-14 5.52e-15   0.001   -2.00
P05756  24.863 -10.094 4.66e-14 2.31e-14 9.24e-15   0.003   -1.72
P06083  24.883  -8.449 6.65e-16 4.59e-16 3.06e-16   0.002   -2.03
P04661  24.767 -10.595 9.13e-15 8.73e-14 3.20e-13   0.005   -1.49
P01560  24.963 -10.189 1.45e-15 9.94e-16 6.31e-16   0.004   -1.64
P05276  25.353  -8.365 1.24e-15 7.84e-16 4.73e-16   0.003   -2.19
P03423  25.275  -2.947 1.45e-15 1.08e-15 8.15e-16   0.004   -2.95
P07637  25.319 -10.071 4.63e-16 4.11e-16 2.07e-16   0.003   -1.97
P00039  25.436  -7.927 1.56e-15 1.17e-15 7.34e-16   0.004   -2.27
P05985  25.385 -10.047 1.82e-17 9.50e-18 4.08e-18   0.004   -1.97
P01984  25.716  -0.786 1.20e-17 1.79e-17 2.02e-17   0.004   -3.06
P09280  25.588  -4.338 3.06e-16 2.42e-16 1.51e-16   0.002   -1.87
P00392  25.888  -5.068 4.72e-15 2.99e-15 1.97e-15   0.003   -2.75
P05845  25.803 -11.179 2.19e-15 1.61e-15 9.88e-16   0.003   -1.50
P10184  25.837  -7.331 5.29e-17 7.59e-17 5.90e-17   0.003   -2.43
P02166  26.100 -11.171 9.65e-14 5.30e-14 2.89e-14   0.005   -1.44
P03276  25.991  -7.010 6.03e-14 2.77e-14 1.06e-14   0.003   -2.22
P06012  26.159  -5.761 1.26e-15 7.62e-16 3.84e-16   0.003   -2.06
P01965  26.295 -11.787 2.25e-16 2.36e-16 1.81e-16   0.004   -1.44
P00008  26.562 -10.278 1.06e-16 1.33e-16 1.02e-16   0.005   -1.77
P05427  26.724  -6.969 4.88e-17 5.18e-17 3.95e-17   0.002   -2.32
P02532  26.872  -8.599 9.82e-15 5.86e-15 3.39e-15   0.002   -2.44
P07054  27.315  -6.166 1.38e-14 6.92e-15 3.27e-15   0.003   -2.26
P07885  27.657  -3.467 6.34e-13 2.92e-13 1.41e-13   0.002   -2.19
P04458  27.724  -0.392 2.47e-17 1.27e-17 4.62e-18   0.006   -4.15
P02551  28.902 -12.122 3.48e-14 2.25e-14 9.95e-15   0.004   -1.56
P07798  28.941  -6.454 1.84e-13 9.57e-14 4.49e-14   0.004   -2.51
P09748  29.483  -6.818 4.01e-16 3.53e-16 3.09e-16   0.003   -2.43
P05720  29.980 -11.457 2.14e-15 1.52e-15 9.16e-16   0.004   -3.64
