name x y flux0 flux1 flux2 width rv
F01173 -10.110  37.315 5.63e-17 3.97e-17 2.71e-17 20.84 -553.30
F01161 -10.079  37.303 6.87e-17 4.93e-17 3.26e-17 19.46 -553.33
F01171 -10.070  37.339 4.35e-17 2.94e-17 1.95e-17 17.34 -553.18
F01157 -10.051  37.411 6.42e-17 4.90e-17 3.32e-17 25.18 -553.13
F01155 -10.015  37.327 5.47e-17 3.71e-17 2.22e-17 20.96 -553.27
F01163 -10.003  37.311 7.47e-17 5.42e-17 3.35e-17 16.19 -553.33
F01159  -9.987  37.253 7.67e-17 4.90e-17 3.26e-17 24.55 -553.39
F01164  -9.961  37.263 6.30e-17 4.17e-17 3.13e-17 13.20 -553.22
F01158  -9.952  37.173 5.26e-17 3.44e-17 2.36e-17 31.17 -553.16
F01167  -9.949  37.360 5.50e-17 3.93e-17 2.25e-17 16.77 -553.44
F01162  -9.927  37.571 6.53e-17 4.49e-17 2.63e-17 12.47 -553.32
F01168  -9.909  36.825 5.65e-17 3.89e-17 2.54e-17 21.35 -553.44
F01153  -9.905  37.423 5.55e-17 3.62e-17 2.10e-17 16.41 -553.30
F01154  -9.830  37.334 5.48e-17 4.09e-17 2.35e-17 11.40 -553.42
F01169  -9.798  36.966 5.63e-17 4.48e-17 2.94e-17 28.71 -553.40
F01160  -9.744  37.439 5.89e-17 3.77e-17 2.44e-17 27.72 -553.31
F01170  -9.731  37.151 7.05e-17 4.92e-17 3.50e-17 15.29 -553.31
F01172  -9.671  37.338 5.96e-17 3.93e-17 2.51e-17 29.04 -553.30
F01156  -9.607  37.804 4.56e-17 3.39e-17 2.15e-17 24.23 -553.33
F00117  -5.120  39.609 1.52e-17 1.04e-17 7.19e-18 11.57 -1090.97
F00114  -4.996  39.698 1.53e-17 1.15e-17 6.39e-18  9.87 -1090.99
F00104  -4.988  39.766 1.62e-17 1.07e-17 6.96e-18  8.94 -1090.92
F00118  -4.977  39.574 1.37e-17 1.12e-17 6.43e-18 13.42 -1091.16
F00109  -4.941  39.714 1.97e-17 1.37e-17 8.75e-18  8.54 -1091.07
F00113  -4.917  39.705 1.81e-17 1.37e-17 8.56e-18 12.69 -1091.13
F00105  -4.915  39.759 1.87e-17 1.26e-17 8.14e-18 10.12 -1091.02
F00120  -4.913  39.700 1.55e-17 1.14e-17 7.18e-18 10.12 -1090.93
F00101  -4.890  39.744 1.46e-17 1.09e-17 6.59e-18 10.36 -1090.91
F00116  -4.888  39.734 2.07e-17 1.42e-17 8.41e-18 13.94 -1090.78
F00100  -4.884  39.826 1.75e-17 1.35e-17 8.02e-18 11.91 -1090.90
F00103  -4.875  39.708 1.63e-17 1.11e-17 7.04e-18 11.99 -1090.95
F00110  -4.827  39.714 1.97e-17 1.63e-17 1.05e-17  8.81 -1090.96
F00115  -4.811  39.760 1.68e-17 1.36e-17 8.60e-18  7.57 -1091.11
F00112  -4.777  39.727 1.98e-17 1.32e-17 9.68e-18  7.80 -1091.05
F00111  -4.281  39.756 1.54e-17 1.05e-17 6.89e-18 12.01 -1090.97
