name x y flux1 flux2 flux3 par rv
P01918  -8.190 -34.242 1.16e-14 5.09e-15 2.57e-15   0.001    2.96
P09531  -8.046 -39.641 2.49e-16 1.32e-16 6.27e-17   0.017   -0.54
P02646  -7.929 -35.537 4.16e-15 2.10e-15 9.90e-16   0.002    2.03
P02189  -7.898 -33.649 3.53e-16 2.56e-16 1.52e-16   0.003    3.61
P06777  -7.815 -41.268 6.19e-17 8.41e-17 7.74e-17   0.007    0.32
P08693  -7.878 -44.354 1.96e-16 8.01e-17 3.68e-17   0.006    0.19
P10282  -7.829 -34.373 5.69e-16 4.78e-16 3.51e-16   0.006    1.26
P06755  -7.779 -33.352 2.31e-15 1.05e-15 5.07e-16  -0.000    2.65
P03430  -7.804 -34.125 6.93e-14 4.10e-14 1.56e-14   0.000    2.80
P00473  -7.564 -33.572 8.95e-15 3.49e-14 7.84e-14   0.001    3.29
P09122  -7.731 -33.309 5.15e-17 3.72e-17 2.95e-17   0.002    3.39
P03435  -7.678 -33.878 1.75e-16 9.82e-17 6.36e-17  -0.000    2.67
P08527  -7.537 -33.257 1.55e-16 1.09e-16 6.86e-17   0.000    2.95
P08810  -7.553 -33.819 1.01e-16 7.15e-17 4.74e-17  -0.002    3.35
P06611  -7.625 -33.515 3.14e-15 1.54e-15 7.59e-16   0.000    3.31
P00843  -7.701 -34.138 2.15e-15 1.16e-15 5.66e-16   0.001    2.45
P02429  -7.398 -33.435 3.56e-14 6.76e-14 9.16e-14  -0.000    2.82
P05620  -7.373 -37.803 4.24e-15 3.19e-15 2.18e-15   0.005    0.65
P07813  -7.560 -33.945 2.15e-15 1.37e-15 5.97e-16   0.002    2.68
P01015  -7.642 -33.409 6.95e-15 4.66e-15 1.89e-15   0.000    2.87
P01911  -7.441 -33.790 1.96e-15 9.34e-16 5.55e-16  -0.000    2.92
P06744  -7.525 -33.756 8.67e-16 4.60e-16 2.45e-16   0.000    2.28
P10335  -7.380 -39.852 4.64e-16 5.10e-16 3.96e-16   0.005    0.26
P10104  -7.355 -33.609 6.51e-15 2.72e-15 1.19e-15   0.001    2.68
P01782  -7.292 -34.575 1.32e-14 6.37e-15 2.66e-15   0.001    1.70
P02800  -7.437 -37.665 3.94e-14 1.93e-14 1.12e-14   0.004    0.53
P05638  -7.447 -33.153 9.06e-15 4.87e-15 2.00e-15   0.002    2.11
P02706  -7.327 -33.254 3.40e-17 2.73e-17 1.69e-17   0.001    2.00
P06793  -7.248 -34.395 7.00e-15 5.80e-15 3.99e-15   0.005    1.22
P05319  -7.319 -32.747 3.58e-17 2.85e-17 2.07e-17   0.001    2.01
P10350  -7.349 -33.493 1.86e-13 1.89e-13 1.32e-13   0.001    2.21
P06418  -7.285 -33.900 1.49e-13 1.90e-13 1.51e-13  -0.001    2.16
P00622  -7.106 -33.654 2.39e-15 1.19e-15 6.46e-16   0.001    2.48
P05916  -7.170 -33.875 3.42e-16 2.22e-16 1.39e-16   0.001    1.82
P07884  -7.223 -33.451 3.59e-15 2.19e-15 1.12e-15   0.001    2.53
P00766  -7.135 -34.075 4.18e-17 3.76e-17 2.31e-17   0.000    2.25
P00132  -7.184 -35.096 6.37e-15 3.72e-15 1.70e-15  -0.001    1.46
P03315  -7.185 -33.737 7.23e-17 6.53e-17 3.51e-17   0.002    1.74
P08358  -7.221 -33.550 3.69e-15 1.52e-15 7.99e-16   0.002    2.40
P07347  -7.228 -33.587 2.13e-17 1.86e-17 1.34e-17   0.002    2.05
P10324  -7.209 -33.638 1.22e-13 1.32e-13 1.25e-13   0.001    2.24
P07921  -7.176 -33.520 1.59e-17 1.58e-17 1.00e-17   0.002    2.01
P04239  -7.147 -33.630 1.43e-16 1.03e-16 6.53e-17   0.001    1.80
P00098  -7.062 -33.642 5.11e-15 2.25e-15 1.18e-15  -0.000    1.98
P10160  -7.111 -33.070 1.10e-15 6.44e-16 2.66e-16   0.000    1.30
P01111  -7.050 -33.430 1.98e-13 1.73e-13 1.15e-13   0.000    1.58
P06029  -7.039 -33.502 1.31e-15 8.41e-16 3.49e-16  -0.000    1.93
P00218  -7.079 -33.696 2.53e-15 1.12e-15 6.31e-16   0.001    2.06
P06727  -7.057 -33.594 2.97e-16 2.21e-16 1.17e-16   0.001    1.66
P04673  -7.123 -34.024 8.80e-16 5.79e-16 2.78e-16   0.001    1.61
P03010  -7.018 -33.591 1.93e-15 1.03e-15 4.81e-16   0.001    1.97
P08045  -7.117 -33.314 7.15e-16 4.33e-16 2.45e-16   0.002    1.22
P07532  -7.091 -33.500 5.10e-16 2.77e-16 1.62e-16  -0.001    1.58
P01262  -7.140 -34.239 9.02e-16 6.18e-16 3.11e-16   0.001    1.29
P08673  -6.982 -33.513 1.15e-14 5.33e-15 2.37e-15   0.001    0.70
P03980  -6.981 -39.203 1.95e-13 9.68e-14 4.92e-14   0.006    0.24
P06026  -7.087 -33.665 1.10e-16 6.70e-17 3.62e-17   0.003    0.83
P03841  -7.054 -33.860 4.52e-16 2.25e-16 1.52e-16  -0.001    0.84
P07597  -6.983 -34.128 1.38e-15 8.52e-16 3.73e-16  -0.001    1.08
P06002  -7.094 -33.644 6.66e-15 3.02e-15 1.38e-15   0.000    0.48
P05448  -6.944 -33.597 1.19e-15 5.89e-16 3.60e-16   0.000    0.52
P06270  -6.956 -33.756 4.87e-15 2.10e-15 1.21e-15   0.003    0.68
P03001  -7.038 -33.117 1.69e-16 9.54e-17 6.37e-17  -0.001    0.85
P02008  -6.950 -33.578 4.67e-17 2.88e-17 2.34e-17   0.001    0.34
P00423  -6.912 -33.764 1.26e-14 5.98e-15 2.50e-15   0.001    0.53
P08660  -6.830 -33.477 4.61e-16 2.93e-16 1.67e-16  -0.001    0.50
P01990  -6.894 -33.674 4.36e-16 2.23e-16 1.37e-16   0.002    0.53
P03112  -6.830 -33.668 2.02e-17 1.96e-17 1.33e-17   0.002    0.70
P07973  -6.958 -33.127 7.21e-17 6.22e-17 4.10e-17   0.002    0.89
P08203  -6.881 -32.830 2.29e-16 1.25e-16 7.89e-17   0.002    0.03
P06132  -6.976 -34.271 2.23e-13 2.08e-13 1.28e-13  -0.000    1.04
P06623  -6.942 -34.159 1.02e-13 6.33e-14 2.81e-14   0.004    1.20
P03721  -6.933 -33.927 4.50e-16 3.01e-16 1.40e-16   0.001    0.70
P07420  -6.924 -33.415 9.07e-16 5.55e-16 2.47e-16   0.001    0.19
P04793  -6.830 -33.429 1.40e-17 1.45e-17 8.94e-18   0.001   -0.11
P03939  -6.880 -33.612 6.75e-15 3.46e-15 1.45e-15   0.000    0.61
P05462  -6.708 -33.377 1.43e-17 1.39e-17 1.00e-17   0.000    0.35
P01758  -6.824 -33.367 6.86e-17 5.00e-17 3.84e-17   0.001    0.09
P04697  -6.821 -33.676 6.37e-17 5.29e-17 3.15e-17   0.001   -0.38
P06465  -6.738 -33.503 1.18e-15 6.43e-16 3.83e-16   0.002   -0.61
P07394  -6.715 -33.548 4.81e-15 2.14e-15 1.09e-15  -0.000   -0.32
P02833  -6.767 -32.967 4.45e-16 2.79e-16 1.30e-16   0.001    0.25
P08567  -6.578 -33.597 4.64e-15 2.41e-15 1.10e-15  -0.000   -0.76
P02358  -6.598 -33.745 1.46e-17 1.64e-17 9.97e-18   0.002   -0.74
P00742  -6.616 -32.740 7.94e-14 4.48e-14 1.84e-14  -0.000    0.22
P08250  -6.429 -31.130 2.25e-17 3.05e-17 3.70e-17   0.004    1.36
P05377  -6.431 -33.217 1.50e-16 1.03e-16 5.85e-17   0.001   -1.04
P00939  -6.538 -33.645 2.06e-13 1.52e-13 1.03e-13   0.000   -0.90
P04529  -6.323 -33.633 2.13e-16 1.10e-16 8.74e-17   0.000   -1.12
P09227  -6.342 -33.486 1.13e-14 5.46e-15 2.41e-15   0.000   -1.17
P07888  -6.361 -33.291 1.89e-15 1.12e-15 5.74e-16  -0.002   -0.73
P06549  -6.525 -33.377 1.18e-17 1.04e-17 8.03e-18   0.000   -1.21
P04195  -6.283 -33.115 2.74e-17 2.33e-17 1.82e-17   0.000   -0.94
P09123  -6.240 -33.957 9.45e-16 4.72e-16 2.76e-16   0.000   -0.59
P06077  -6.158 -37.830 2.41e-15 2.70e-15 2.32e-15   0.021   -0.94
P09265  -6.041 -33.836 4.24e-16 3.03e-16 1.46e-16  -0.000   -0.70
P00815  -6.065 -34.790 5.41e-16 2.66e-16 1.51e-16   0.002    0.32
P09376  -6.017 -34.127 7.91e-14 3.45e-14 1.92e-14   0.001   -1.06
P05234  -6.020 -35.907 3.52e-15 3.52e-15 1.79e-15   0.007    0.85
P10181  -5.720 -42.246 5.62e-14 3.33e-14 1.69e-14   0.005    0.10
P08091  -5.681 -38.367 2.15e-14 1.37e-14 7.20e-15   0.006    0.23
P10297  -5.656 -32.737 1.14e-14 5.29e-15 2.51e-15  -0.002   -0.89
P00116  -5.709 -33.528 4.84e-17 4.24e-17 2.48e-17   0.002   -1.31
P03391  -5.544 -34.032 5.32e-16 3.48e-16 2.07e-16   0.001   -1.45
P00334  -5.555 -34.278 1.58e-13 8.52e-14 4.09e-14   0.003   -0.88
P05374  -5.121 -40.242 5.93e-16 2.69e-16 1.36e-16   0.036   -0.65
P07649  -5.276 -33.560 8.86e-14 4.31e-14 2.01e-14   0.001   -1.90
P04430  -3.856 -41.139 1.46e-12 7.33e-13 3.53e-13   0.019   -0.67
